,Neg1rep1,Neg1rep2,Neg1rep3,Nov_VK1rep1,Nov_VK1rep2,Nov_VK1rep3,Nov_VK3rep1,Nov_VK3rep2,Nov_VK3rep3,Nov_VK5rep1,Nov_VK5rep2,Nov_VK5rep3,Nov_unenriched1rep1,Nov_unenriched1rep2,Nov_unenriched1rep3,Nov_unenriched2rep1,Nov_unenriched2rep2,Nov_unenriched2rep3,Nov_unenriched3rep1,Nov_unenriched3rep2,Nov_unenriched3rep3
39185182,0,0,0,4,4,3,1,3,5,1,2,1,4,5,4,4,4,4,4,2,4
39194266,3,3,3,5,5,5,2,2,2,4,3,2,5,4,5,5,7,6,5,7,5
39199176,0,0,0,5,4,2,3,4,2,4,3,4,20,16,18,18,18,18,17,23,22
39202078,0,0,0,0,0,0,0,0,0,0,0,0,9,3,4,4,2,4,2,3,5
39264573,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,4,0,0,0,0
39268506,0,0,0,4,6,5,7,7,7,14,7,8,70,73,71,71,76,71,88,77,68
39274626,6,6,8,9,5,5,0,0,0,0,0,0,4,5,7,7,0,7,0,4,3
39275703,2,2,2,6,3,4,4,5,3,4,3,2,20,23,21,19,19,20,21,23,15
39285028,4,2,2,8,6,7,10,10,8,11,8,10,8,11,7,9,10,9,10,8,7
39285378,0,0,0,5,8,5,5,6,4,7,5,6,9,5,5,3,5,4,4,2,5
39295601,0,0,0,4,3,4,0,0,0,0,0,0,10,9,10,9,8,7,8,8,7
39300566,3,3,4,15,10,11,3,5,3,7,6,5,9,11,8,9,11,10,9,8,11
39309397,7,6,6,7,7,6,0,0,0,4,0,3,12,11,11,13,10,11,10,11,12
39313237,0,0,0,2,3,2,2,3,2,3,2,3,1,1,3,2,3,3,4,4,1
39317954,0,0,0,0,0,0,0,0,0,0,0,0,10,10,11,10,11,9,8,10,9
39320181,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,4,3,3,2,3,0
39325155,0,0,0,6,2,2,0,1,2,4,3,4,4,2,3,4,3,4,4,3,3
39329424,0,0,0,4,4,6,2,1,4,2,4,1,8,8,11,9,12,6,9,7,10
39335389,0,0,0,21,17,22,18,16,17,10,6,6,27,27,26,30,28,28,30,27,29
39336314,24,24,23,6,4,5,7,5,5,6,3,0,0,0,0,0,0,0,0,0,0
39338690,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,3,4,2,2,3,2
39339988,0,0,0,3,5,5,0,0,0,0,0,0,2,1,0,1,1,0,0,0,2
39347758,0,0,0,4,4,4,2,2,2,0,0,0,4,6,7,6,6,4,4,6,4
39347932,0,0,0,5,5,6,4,4,4,2,2,2,9,7,10,8,8,6,6,7,9
39350602,21,28,26,64,42,45,49,52,51,55,48,50,60,57,52,59,57,56,59,49,58
39353588,9,9,10,47,32,34,8,14,13,16,16,14,50,52,53,59,48,52,51,50,53
39360518,0,0,0,6,9,9,2,4,5,10,9,9,1,1,3,2,3,3,4,4,1
39368222,0,0,0,5,5,4,1,2,0,2,1,0,3,3,0,1,3,2,0,0,2
39371729,0,3,3,14,17,16,18,19,16,12,16,16,46,49,47,46,48,42,46,48,42
39378651,3,3,0,4,5,2,5,4,3,4,2,4,9,8,7,7,10,10,9,9,8
39381016,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,6,6,4,6,6,5
39383028,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,4,2,1,4
39388843,0,0,0,7,4,7,4,6,6,6,6,7,6,10,7,7,9,8,7,6,7
39393766,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,3,5,4,2
39393827,18,17,17,22,23,18,25,24,24,21,19,20,22,23,20,21,22,22,23,26,22
39402743,17,16,18,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39406698,0,0,0,0,0,0,0,0,0,0,0,0,8,6,5,7,6,5,5,5,5
39426259,0,0,0,2,0,0,0,0,0,0,0,0,4,5,4,4,3,5,4,4,6
39431537,0,0,0,4,4,0,0,0,0,0,0,0,3,3,5,3,4,4,5,2,2
39438578,0,0,0,6,6,8,6,6,5,4,4,4,3,6,6,5,5,6,7,7,6
39439162,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,5,5,3,6,5,6
39442406,0,0,0,2,0,1,0,0,1,1,1,0,5,5,8,8,4,5,5,5,5
39448277,16,15,15,37,24,17,35,30,29,52,43,40,23,18,18,12,11,12,16,13,12
39468098,2,0,2,0,0,0,0,0,0,0,0,0,4,4,3,2,2,2,1,4,3
39468588,0,0,0,10,11,11,5,0,5,5,8,6,3,3,4,4,5,3,4,4,3
39487203,2,1,4,7,9,10,10,9,10,5,7,6,18,14,14,14,15,15,16,14,14
39490261,33,29,25,24,24,20,24,22,22,17,18,15,89,83,83,76,79,85,71,74,86
39493763,1,2,1,17,14,12,10,9,11,0,0,0,57,61,54,55,59,57,57,59,53
39495835,1,0,0,7,7,5,3,0,1,2,3,2,7,4,6,6,5,8,9,7,3
39498636,1,1,0,2,4,4,5,4,5,2,2,2,11,10,11,12,8,12,10,10,12
39503301,0,3,1,11,3,2,6,6,11,0,0,0,18,15,16,19,15,14,13,15,14
39510292,0,1,1,20,21,19,10,9,8,13,10,12,7,6,7,4,10,4,7,8,6
39537644,15,9,11,88,54,78,39,37,39,43,45,42,47,61,58,69,59,57,70,60,69
39538706,3,4,3,6,1,8,0,0,0,0,0,0,22,14,24,26,20,19,26,21,19
39542917,0,0,0,4,5,4,0,0,0,0,0,0,3,0,2,0,0,0,0,1,2
39545534,0,0,0,5,7,5,8,8,7,5,2,0,18,8,10,11,10,10,11,9,10
39546625,0,0,0,2,3,2,2,3,2,3,2,3,3,3,5,4,5,5,6,6,3
39547316,0,0,0,15,15,8,7,14,12,11,13,15,9,9,7,7,4,3,6,3,3
39548280,0,0,0,10,7,5,6,6,5,7,6,5,6,6,6,6,6,8,5,4,4
39550231,4,4,4,4,0,4,4,4,4,4,4,4,20,18,18,20,19,19,19,18,14
39551310,0,0,0,6,4,0,4,4,4,0,0,0,13,10,13,10,10,9,10,10,10
39551537,0,0,0,6,7,5,1,0,0,0,0,0,5,8,8,7,7,7,6,7,8
39552245,0,0,0,4,3,3,4,5,6,4,5,5,4,6,5,7,4,5,4,6,4
39555884,0,0,0,3,0,0,0,0,0,0,0,0,10,5,9,7,7,7,9,7,7
39555972,0,0,0,0,5,4,0,0,0,0,0,0,0,2,2,0,1,1,0,0,2
39556505,5,8,6,24,20,19,16,18,14,26,25,23,60,53,49,59,50,51,59,50,52
39561218,0,0,0,4,2,4,6,3,6,2,2,3,2,9,7,7,10,8,8,7,5
39568271,2,2,3,13,12,11,6,7,7,8,8,7,6,8,5,4,8,5,6,4,5
39569368,0,0,0,4,4,4,2,2,2,0,0,0,6,10,10,8,11,9,10,11,10
39569838,5,3,1,8,5,4,0,1,0,5,3,5,11,12,12,7,9,10,10,9,8
39572470,0,0,0,5,10,8,6,4,7,6,7,5,6,5,4,6,5,6,6,6,6
39577293,0,1,0,2,2,2,0,1,0,0,0,0,2,3,2,2,2,4,4,4,4
39584199,0,0,0,19,13,19,12,10,11,14,15,12,5,5,5,5,5,6,6,4,3
39585833,0,0,0,4,4,4,2,0,0,0,1,2,2,1,0,0,1,0,2,0,1
39588863,3,3,4,5,4,5,1,4,1,4,4,4,8,7,6,7,6,9,6,7,7
39594856,0,0,0,5,6,6,1,0,0,1,1,2,0,2,2,1,0,0,0,0,0
39596814,0,0,0,0,1,0,2,3,3,1,0,1,2,2,4,2,4,2,5,4,3
39597104,0,2,1,6,8,6,3,3,7,6,4,7,0,3,2,2,2,2,2,3,2
39603871,0,0,0,2,2,2,1,0,1,0,0,0,4,4,3,4,5,4,4,4,4
39610335,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,6,7,5,11,6,4
39612698,15,16,17,8,4,4,12,12,11,12,12,12,0,0,0,0,0,0,0,0,0
39623274,0,0,0,4,4,3,2,3,2,3,2,3,1,1,4,2,4,3,4,4,1
39648493,0,0,0,3,4,1,0,0,0,0,0,0,4,2,3,2,0,1,2,0,3
39651630,0,3,0,11,12,12,14,17,13,18,15,12,30,26,21,22,22,19,26,18,24
39681257,2,0,0,17,17,16,18,23,21,17,15,16,28,29,27,27,30,27,32,33,30
39690665,2,1,0,8,10,11,8,6,8,4,5,9,7,4,6,5,4,4,3,3,4
39707614,0,0,0,3,4,3,6,8,6,5,4,5,2,2,2,5,3,1,1,0,2
39719331,0,0,0,3,5,6,0,0,0,0,0,0,4,4,4,4,4,4,5,5,4
39720529,0,0,0,23,20,20,26,22,20,13,11,12,22,22,18,18,15,22,16,14,16
39721096,0,0,0,0,3,3,0,0,0,0,0,0,6,4,4,4,4,4,1,2,0
39732349,0,0,0,32,25,27,15,14,23,17,13,13,22,16,17,16,20,14,17,20,17
39736766,2,1,1,6,6,8,5,6,5,5,5,6,13,11,13,10,10,14,13,10,11
39753345,10,9,11,38,29,30,34,31,37,35,31,35,35,41,33,33,29,32,28,35,32
39756635,10,11,8,11,14,17,13,14,11,14,14,14,19,17,15,16,16,16,18,16,13
39759011,0,0,0,0,0,0,0,0,0,0,0,0,9,6,4,5,4,6,5,4,4
39760203,0,0,0,6,7,7,7,6,7,0,0,0,11,5,7,12,5,8,6,6,8
39761371,0,0,0,3,0,3,2,0,0,2,0,0,4,3,3,4,4,4,4,2,3
39776553,0,0,0,23,19,24,22,20,19,13,9,9,34,34,34,35,35,33,40,36,37
39777449,0,0,0,4,6,5,2,0,2,0,0,0,9,9,8,9,8,10,9,11,9
39787404,5,3,6,41,37,33,20,20,24,31,30,29,44,36,32,38,44,43,41,36,35
39798373,0,0,0,4,4,5,8,4,3,7,6,4,0,1,2,2,2,3,2,1,0
39820532,0,1,0,6,4,2,0,2,0,0,0,0,8,15,12,12,16,11,16,15,15
39828898,3,2,3,6,6,5,6,6,6,7,6,8,0,0,0,0,1,0,0,1,1
39829660,0,0,0,0,0,0,0,0,0,0,0,0,8,7,10,11,4,5,5,4,5
39835599,2,2,2,9,8,6,5,6,8,5,4,5,4,4,2,3,2,4,6,3,4
39837699,1,0,0,4,2,3,1,5,3,3,3,3,3,3,3,4,3,3,2,2,3
39847522,8,8,7,9,6,8,4,7,8,6,7,5,7,7,8,7,7,7,7,8,8
39848569,0,0,0,4,4,4,2,2,2,0,0,0,4,6,8,6,6,4,4,6,4
39851789,0,0,0,2,4,4,0,0,0,0,0,0,1,2,2,4,4,2,2,4,4
39855587,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,4,1,2,3,2,2
39858294,0,0,0,12,12,12,4,5,5,4,0,5,14,12,10,12,11,11,11,11,11
39860959,9,9,10,8,10,8,11,10,9,7,9,7,19,15,15,18,16,16,20,13,14
39864360,0,0,0,7,6,10,5,4,4,2,6,4,5,6,3,5,6,6,6,6,5
39872206,0,0,0,0,0,0,0,0,0,0,0,0,6,8,6,7,6,4,8,5,5
39872481,0,0,0,6,6,6,2,2,4,3,4,4,4,4,4,5,5,4,4,4,2
39872557,0,0,0,4,3,2,5,5,0,4,4,4,10,15,12,12,11,9,13,10,10
39892492,0,2,0,5,4,5,2,2,3,1,0,2,3,3,3,4,3,4,2,3,1
39909297,4,4,2,8,5,6,5,4,3,2,3,4,22,17,22,19,21,22,23,22,20
39915019,0,0,0,5,6,1,3,2,4,4,1,3,5,6,6,7,6,6,5,5,6
39917934,0,0,0,9,7,7,5,1,2,8,6,5,13,14,15,15,14,14,16,13,14
39922068,0,0,0,3,3,7,0,0,0,1,0,0,4,4,3,4,3,3,2,2,2
39933385,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,4,3,4,5,7,6
39934005,0,3,0,11,10,10,12,13,11,16,14,12,24,21,17,20,17,15,19,12,18
39937114,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,4,4,2,1,0,2
39938702,0,0,0,4,4,4,0,0,0,0,0,0,1,2,2,1,1,1,0,0,0
39945313,0,0,0,5,4,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
39948915,0,0,0,17,17,14,7,6,6,8,8,6,20,22,20,20,18,18,18,16,21
39961103,0,1,1,7,6,2,3,2,4,4,1,3,8,8,9,8,6,9,7,7,8
39965365,3,3,3,20,23,22,17,14,14,19,19,21,40,42,32,34,36,34,34,34,32
39972608,0,0,0,6,8,7,7,6,6,6,5,5,4,4,4,5,5,4,6,4,5
39976858,0,0,0,6,3,3,4,3,4,6,6,6,19,19,22,15,18,14,15,19,18
39978363,0,0,0,6,6,0,6,0,0,0,0,0,5,3,5,3,5,0,4,0,4
39997200,0,0,0,1,4,2,2,2,2,3,2,2,5,4,4,3,2,3,2,2,3
40013927,0,0,0,27,28,32,15,19,18,16,11,15,34,36,30,35,36,33,38,36,29
40014046,0,0,0,6,6,6,4,4,5,3,0,2,4,4,3,3,3,3,4,4,2
40018612,0,0,0,10,8,9,1,4,1,4,1,2,3,6,4,4,4,5,6,4,4
40019781,6,7,4,9,8,6,8,0,0,0,0,6,4,2,2,5,4,4,2,2,3
40024622,0,0,0,2,2,2,2,3,3,1,2,0,4,3,3,2,2,2,4,2,4
40032954,0,0,0,8,0,0,0,5,0,4,2,4,7,6,6,5,6,6,6,6,7
40036060,0,0,0,4,4,5,2,2,0,2,0,0,2,0,0,0,2,2,0,0,2
40038499,2,0,0,10,6,7,2,6,3,4,4,4,6,5,5,6,5,6,7,6,5
40041271,0,0,0,3,3,4,3,2,3,3,0,1,6,6,4,3,4,5,3,2,4
40041834,2,2,1,0,0,0,0,0,0,0,0,0,6,5,7,10,8,8,6,5,6
40042956,0,0,0,4,4,4,6,5,6,5,5,0,13,15,13,14,12,12,13,13,10
40043291,3,6,3,4,3,4,12,8,8,7,5,4,26,27,30,28,27,26,30,26,26
40046763,0,0,0,5,6,8,3,2,0,0,0,0,3,2,2,3,3,4,3,2,3
40049796,0,0,0,3,3,4,2,2,2,0,0,0,4,0,2,2,1,1,3,3,0
40050748,0,0,0,0,0,0,1,1,0,0,0,0,6,3,4,2,3,2,2,3,1
40051533,0,0,0,0,0,0,2,6,5,6,4,6,2,6,4,5,4,4,9,6,5
40054228,0,0,0,2,2,2,2,1,2,0,0,0,5,2,3,2,4,3,5,3,5
40054591,3,3,4,5,4,4,1,4,1,4,4,4,4,5,3,5,4,6,4,4,4
40057681,8,10,9,11,12,11,12,12,13,13,15,13,33,35,26,30,30,29,30,30,27
40059677,0,0,0,2,3,2,2,3,2,3,2,3,1,1,3,2,3,3,4,4,1
40060242,3,0,0,4,5,5,7,4,4,6,4,6,8,6,8,6,6,6,4,6,7
40068606,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,4,4,0,0
40069052,0,0,0,2,1,2,0,0,0,0,1,1,6,5,6,5,6,5,6,7,4
40075163,0,0,0,6,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40084907,0,3,4,27,21,29,27,31,29,17,24,21,39,50,49,37,44,38,41,37,40
40085118,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,3,0,3,3,0,0
40096353,7,7,8,4,6,4,0,0,0,0,0,0,12,10,11,12,11,7,13,11,8
40105724,1,0,0,7,7,5,3,0,1,2,3,2,7,4,6,6,5,8,9,7,3
40110745,0,0,0,14,20,19,7,8,0,15,12,12,9,9,9,10,12,9,11,12,11
40113341,0,0,0,3,2,2,0,0,0,0,0,0,6,3,5,3,6,6,6,6,6
40128353,4,4,3,9,8,10,8,9,7,8,8,8,9,7,8,8,8,7,8,8,7
40130030,0,0,0,0,0,1,0,0,0,0,0,0,12,8,9,12,12,9,12,10,8
40130545,1,0,0,5,5,6,0,0,0,0,0,0,11,6,5,7,9,6,12,8,7
40132861,0,0,0,8,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40137855,5,8,5,32,33,22,24,17,19,29,20,22,62,63,70,60,58,65,68,59,65
40138605,0,0,0,0,2,3,0,0,0,0,0,0,5,1,2,2,4,2,3,4,1
40147478,0,0,0,0,0,0,0,0,0,0,0,0,13,15,9,8,5,8,10,11,5
40161686,3,5,5,32,29,32,11,11,9,17,14,15,11,13,8,12,11,13,8,10,12
40175701,2,3,3,19,18,17,19,20,23,15,15,17,15,18,17,22,16,18,18,19,21
40189334,0,0,0,5,6,5,0,0,0,1,1,0,11,10,7,7,10,10,11,6,7
40202302,3,3,4,5,4,4,1,4,1,4,4,4,12,10,8,9,8,11,6,6,6
40203993,7,8,8,5,6,4,3,2,4,4,3,3,21,20,25,19,17,18,19,21,21
40210077,0,1,0,15,8,9,7,10,10,5,8,5,31,24,26,27,26,20,16,24,21
40213847,1,0,0,9,9,8,3,0,3,2,3,2,14,12,13,13,12,16,14,14,9
40260495,0,0,0,0,0,0,0,0,0,0,0,0,10,9,8,9,9,9,8,7,7
40273714,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,3,3,1,3,1,2
40275421,0,0,0,1,4,4,0,0,0,0,0,0,6,4,4,4,4,4,1,2,0
40279031,0,0,0,0,0,5,0,0,0,0,0,0,4,6,5,3,2,2,3,5,3
40284321,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,4,2,3,2,3,2
40290134,6,4,6,42,39,39,47,41,44,38,36,37,42,44,41,41,43,45,41,42,37
40312096,0,2,1,4,4,6,6,5,5,5,5,6,20,19,16,15,15,16,14,18,14
40379786,0,0,0,2,2,0,2,2,2,2,2,3,9,8,8,8,8,7,7,7,7
40385973,0,1,1,14,11,12,5,5,3,6,5,5,5,4,5,1,5,1,5,6,4
40388280,3,3,1,3,5,4,3,5,4,10,8,8,15,15,10,13,17,14,15,11,9
40388789,0,0,0,10,12,12,6,7,6,10,7,12,10,9,10,11,13,11,11,10,14
40393382,1,5,2,20,8,7,7,5,10,0,0,0,30,24,24,29,28,23,21,22,22
40399566,2,2,3,4,4,3,1,0,0,0,0,0,8,10,10,6,13,8,9,7,10
40403207,12,11,16,32,35,29,27,25,26,26,23,25,24,33,25,29,31,27,27,29,27
40413416,0,0,0,5,7,3,0,0,0,0,0,0,4,6,5,6,4,3,4,7,8
40437877,7,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40438794,2,2,2,2,2,2,0,2,0,0,0,0,3,4,3,5,5,2,3,2,4
40438835,0,0,0,0,0,0,0,0,0,0,0,0,1,5,7,6,3,4,6,3,4
40439635,0,0,0,1,1,2,0,0,0,0,0,0,4,4,4,3,4,3,4,4,3
40445304,0,0,0,4,4,4,2,2,2,0,0,0,4,6,7,6,6,4,4,6,4
40448844,0,0,0,3,4,2,2,0,2,2,2,4,3,4,2,2,2,2,2,1,2
40449148,0,0,0,7,10,8,10,10,10,9,11,10,12,12,11,10,9,11,11,11,10
40451566,7,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40451795,4,4,4,2,4,4,4,4,4,4,4,4,0,0,0,2,0,3,0,0,0
40454015,2,2,3,5,5,6,4,3,3,4,4,4,6,4,7,5,5,3,5,6,6
40454796,0,0,0,0,0,0,0,0,0,0,0,0,8,6,6,8,7,8,8,6,7
40459079,0,0,0,0,3,3,0,0,0,0,0,0,5,4,4,4,4,4,1,2,0
40467641,0,0,0,7,3,8,0,0,0,0,0,0,4,6,2,4,1,2,2,2,2
40471003,2,2,2,9,8,8,8,8,8,10,10,10,9,8,7,10,8,8,9,8,9
40475898,0,0,0,6,8,8,4,4,4,2,1,1,4,10,6,4,7,8,7,4,7
40476364,8,6,6,16,17,16,15,15,15,16,17,17,27,26,23,19,20,26,24,25,23
40477281,2,3,3,7,5,7,3,2,8,3,2,3,6,8,9,10,7,8,8,9,7
40484257,3,4,3,12,14,14,12,14,13,13,13,14,13,11,12,11,10,11,11,11,10
40486721,6,6,5,10,4,8,9,9,10,5,4,5,12,10,10,11,12,10,12,8,11
40493991,0,0,0,2,3,2,2,3,2,3,2,3,1,1,3,2,3,3,4,4,1
40505167,0,2,1,4,4,4,5,5,4,5,5,5,5,6,6,6,6,5,5,5,4
40513163,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40518067,0,0,0,19,17,17,18,18,20,19,18,17,33,29,30,26,24,26,38,31,26
40518843,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,4,2,5,2,5,3
40522458,1,2,3,6,7,9,6,8,6,6,6,6,15,9,10,9,10,11,10,9,11
40525078,4,5,2,16,15,14,16,18,17,19,19,18,18,13,17,16,16,17,19,17,15
40536926,0,0,0,2,0,6,0,0,0,0,0,0,21,17,20,23,24,18,23,23,19
40542460,0,0,1,3,2,2,0,0,0,0,0,0,9,11,6,12,11,10,8,10,11
40544251,0,0,0,2,2,0,0,0,0,0,0,0,8,3,5,6,2,3,2,3,3
40544258,0,0,0,4,4,2,4,3,5,2,2,3,6,5,4,7,6,7,4,7,3
40546248,9,10,8,9,8,6,6,8,9,6,5,4,12,12,12,14,14,12,13,14,13
40551040,0,0,0,5,6,6,8,7,8,8,5,7,11,6,6,7,7,7,8,6,8
40569237,0,0,0,4,4,0,0,0,0,0,0,0,4,5,4,5,4,4,4,5,4
40581645,2,2,2,6,6,4,2,0,2,0,0,0,4,2,2,4,4,4,3,4,3
40583363,0,0,0,0,2,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0
40586201,0,0,0,7,7,9,9,9,6,6,6,4,17,19,21,20,22,18,22,20,19
40587067,0,0,0,2,2,0,0,0,0,0,0,0,4,5,4,4,2,2,3,0,2
40601308,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,4,5,4,4,2,4
40603890,0,0,0,4,2,2,1,0,1,0,0,0,6,4,4,3,6,6,4,4,6
40630073,0,0,0,3,4,6,0,1,3,0,1,2,7,2,3,4,5,5,6,5,6
40640683,2,4,1,4,5,6,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0
40653126,0,0,0,3,1,0,0,0,0,0,0,0,4,6,6,4,5,5,7,4,6
40657413,2,2,2,2,0,2,4,3,3,4,3,2,2,6,7,6,2,6,5,6,5
40659878,12,9,7,16,9,11,6,4,4,14,10,17,18,22,21,17,15,20,22,18,18
40661357,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,4,4,3,3,5,5
40666102,0,0,0,2,5,5,1,2,2,0,0,0,14,9,13,9,10,8,13,7,7
40671283,0,0,0,0,0,0,0,0,0,0,0,0,7,9,6,7,6,7,7,7,5
40674602,3,3,5,3,3,4,1,2,1,2,1,4,4,5,6,4,4,4,5,6,6
40675598,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,3,6,3,2
40680526,0,0,0,10,10,10,10,10,8,4,4,4,9,12,8,10,9,9,8,10,8
40686252,9,13,14,16,16,13,9,12,10,18,18,17,15,18,19,13,15,15,15,17,16
40688290,0,0,0,10,15,7,18,19,21,17,15,11,11,9,6,9,8,7,6,5,8
40688875,0,0,0,17,20,18,16,13,13,15,12,12,33,31,24,29,28,24,28,24,27
40691438,6,0,5,6,7,0,0,0,0,0,0,0,14,12,12,13,11,10,13,13,12
40697017,0,2,2,2,2,2,3,2,4,4,3,3,6,5,6,7,5,5,6,5,7
40702413,9,9,10,27,13,18,6,8,7,11,10,8,30,28,27,34,29,26,26,30,31
40711620,2,2,2,0,0,0,0,0,0,0,0,0,4,4,4,5,4,4,4,4,4
40715295,0,0,0,2,2,1,0,0,0,0,0,0,3,4,3,4,2,3,3,4,3
40718655,0,0,0,8,12,8,8,6,5,0,0,0,5,4,5,4,2,2,3,3,0
40719712,0,0,0,7,8,7,4,7,9,3,2,0,1,1,0,2,2,0,2,0,0
40723118,7,10,9,18,21,23,20,19,20,28,25,24,22,19,25,25,23,17,21,27,22
40726507,11,15,13,25,26,25,19,17,22,18,14,14,59,68,58,55,52,51,61,54,51
40729521,1,0,1,9,10,8,4,4,4,7,6,6,7,6,5,5,8,6,6,6,8
40731472,0,0,0,2,2,1,0,0,0,4,0,0,21,22,20,20,23,19,27,24,21
40731912,0,0,0,4,0,2,0,0,0,0,0,0,5,7,6,6,6,5,4,4,3
40737456,2,2,2,2,0,2,4,3,3,4,3,2,0,2,2,2,0,3,2,2,2
40750655,2,2,3,2,2,2,0,0,0,0,0,0,5,7,4,4,7,5,5,4,5
40758897,0,0,0,5,6,3,3,4,3,4,4,4,3,4,6,4,5,4,6,6,2
40766825,0,0,0,0,0,0,5,4,4,8,9,8,7,10,8,7,7,5,10,7,7
40774488,0,0,0,0,0,0,0,0,0,0,0,0,5,6,5,6,6,6,6,7,6
40779364,0,0,0,7,4,7,4,6,6,6,6,7,10,12,11,11,11,12,11,10,11
40790052,5,4,5,4,5,7,6,3,6,6,7,7,7,6,5,5,1,3,5,4,2
40799658,0,0,0,0,0,0,0,0,0,0,0,0,8,11,8,9,8,9,9,9,7
40801738,4,4,0,13,11,9,14,15,16,14,13,15,13,13,15,16,14,16,15,17,17
40805558,0,0,0,1,0,0,0,0,0,0,0,0,3,2,4,3,4,2,2,4,4
40807131,7,7,5,14,14,16,21,18,18,18,12,18,25,29,24,25,19,22,27,29,23
40812287,1,0,0,7,7,5,0,4,2,2,0,4,11,11,9,12,9,9,10,7,8
40816991,0,0,0,0,2,2,0,0,0,0,0,0,4,3,2,5,2,0,4,0,1
40819642,9,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40845688,0,0,0,4,4,4,2,2,2,0,0,0,4,6,7,6,6,4,4,6,4
40846185,2,2,2,1,2,2,2,1,2,4,3,3,7,5,6,5,9,5,8,6,5
40846910,0,0,0,4,4,3,0,0,0,0,0,1,0,1,0,2,0,0,1,0,0
40850542,0,0,0,0,4,3,2,2,1,4,3,2,5,3,2,4,7,6,4,6,5
40856444,0,0,0,2,2,4,0,0,0,2,0,3,3,4,4,3,3,4,4,4,4
40856835,2,1,2,1,2,4,0,0,0,2,0,0,10,6,6,9,11,6,10,10,7
40859402,0,0,0,1,0,0,0,0,0,0,0,0,10,12,12,14,12,11,16,12,10
40867079,0,0,0,5,7,4,6,7,8,5,6,6,22,22,28,15,19,20,27,18,19
40869937,1,0,0,3,3,4,0,0,0,0,0,0,7,5,5,5,6,6,8,6,5
40869974,0,0,0,12,16,15,9,14,5,17,18,15,11,11,11,12,14,11,14,14,13
40873081,0,0,0,5,0,0,0,0,0,0,0,0,4,6,3,3,6,5,4,3,0
40877584,0,0,0,12,10,12,15,7,8,8,6,9,4,5,4,5,4,6,6,6,6
40879112,0,0,0,8,7,7,10,9,13,7,6,6,9,10,9,7,8,10,7,3,9
40884997,1,0,1,4,7,3,3,3,3,2,1,2,2,4,4,4,4,4,5,5,2
40887919,3,3,4,5,4,5,1,4,1,4,4,4,4,5,4,5,4,6,4,5,5
40890209,0,0,0,4,4,4,2,2,2,0,0,0,4,8,8,4,8,8,8,6,8
40890414,0,0,0,0,1,0,0,0,0,0,0,0,3,2,2,4,3,3,4,4,2
40892300,0,0,0,3,2,4,1,3,3,0,0,1,6,4,7,7,5,6,6,6,6
40896044,0,0,0,1,0,0,0,0,0,0,0,0,3,2,4,3,4,2,2,4,4
40898493,0,0,0,0,0,0,0,0,0,0,0,0,8,7,6,7,7,7,6,6,6
40908371,0,0,0,1,0,0,0,0,0,0,0,0,3,5,5,6,6,3,5,2,7
40914457,4,4,4,0,2,2,2,2,2,0,0,0,4,4,5,4,4,4,4,4,5
40928472,3,3,0,0,0,0,0,0,0,0,0,0,13,11,12,10,13,12,12,13,11
40932199,0,0,0,0,3,2,0,0,0,0,0,0,4,4,3,4,4,5,2,2,0
40937455,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,1,2,0,2,1,2
40938225,0,1,1,6,4,2,6,2,6,3,2,3,6,7,5,9,6,7,8,7,7
40955791,2,2,2,3,2,0,0,0,0,0,0,0,15,14,14,14,13,8,12,15,11
40958253,0,0,0,2,4,5,0,0,0,0,0,0,7,4,4,4,6,5,1,3,1
