,Neg1rep1,Neg1rep2,Neg1rep3,Nov_VK1rep1,Nov_VK1rep2,Nov_VK1rep3,Nov_VK3rep1,Nov_VK3rep2,Nov_VK3rep3,Nov_VK5rep1,Nov_VK5rep2,Nov_VK5rep3,Nov_unenriched1rep1,Nov_unenriched1rep2,Nov_unenriched1rep3,Nov_unenriched2rep1,Nov_unenriched2rep2,Nov_unenriched2rep3,Nov_unenriched3rep1,Nov_unenriched3rep2,Nov_unenriched3rep3
86769,0,0,0,0,0,0,0,0,0,0,0,0,7,4,7,6,7,7,8,7,6
202956,2,1,0,9,9,8,8,7,6,7,8,8,6,7,7,8,7,8,9,10,8
209005,10,8,7,11,13,12,14,13,15,9,6,7,14,12,13,12,11,12,11,14,15
318873,2,1,0,6,7,6,7,6,6,5,6,6,8,8,7,10,8,10,10,12,8
374028,0,0,0,0,0,0,0,0,0,0,0,0,7,6,7,5,5,6,8,6,4
496339,0,0,0,0,0,0,0,0,0,0,0,0,11,9,13,14,12,10,13,10,6
507999,0,0,0,0,0,0,0,0,0,0,0,0,11,8,11,15,11,9,13,11,5
645785,6,6,6,10,10,10,10,10,9,8,7,7,17,20,19,18,16,17,16,21,17
678725,11,10,9,10,12,12,14,13,14,16,12,14,12,8,9,9,10,8,8,9,10
733338,0,0,0,7,8,9,5,3,5,2,4,2,0,0,0,0,0,0,0,0,0
900503,0,0,0,13,12,10,7,0,0,7,0,0,26,15,10,12,10,9,10,0,10
996140,0,0,0,4,3,4,4,4,4,0,0,0,6,6,6,6,6,6,6,6,6
1385693,0,0,0,8,8,6,1,0,0,1,0,0,12,8,6,7,4,3,6,0,6
1488186,0,0,0,4,2,2,0,0,0,0,0,0,5,2,5,2,6,2,0,3,2
1654966,1,0,0,7,7,5,3,0,1,2,3,2,7,4,6,6,5,8,9,7,3
1800596,25,26,24,16,16,17,20,15,9,4,4,6,0,0,0,0,0,0,0,0,0
1808422,1,0,0,7,2,3,0,0,0,0,0,0,15,21,30,27,29,23,30,27,30
1809296,0,0,0,1,3,2,0,0,0,0,0,0,6,6,5,6,4,6,2,3,1
1818671,6,6,6,8,10,8,10,9,12,9,6,7,8,7,8,5,8,7,7,8,9
1822783,3,2,1,3,2,2,4,4,3,0,0,0,6,4,4,5,3,3,3,4,4
1837890,1,0,0,3,3,4,0,0,0,0,0,0,5,3,3,4,5,4,6,4,5
1958375,5,4,3,7,6,6,8,7,9,4,1,3,8,5,6,6,5,5,4,6,6
1963894,1,0,0,4,4,4,0,0,0,0,0,0,5,4,5,3,4,4,7,4,3
1967039,1,2,1,9,10,10,7,7,6,5,5,5,11,12,13,11,11,12,16,15,16
1997049,2,1,0,4,5,4,5,4,4,5,6,6,6,6,6,6,7,8,9,10,8
2006932,0,0,0,4,4,4,2,2,2,0,0,0,4,6,7,4,4,4,4,4,4
2008440,5,3,3,7,3,4,4,4,4,1,0,1,28,30,41,44,40,33,43,37,38
2010475,3,3,4,5,4,4,1,4,1,4,4,4,4,5,3,5,4,6,4,4,4
2010944,0,0,0,4,5,4,2,2,2,0,0,0,4,6,6,4,4,4,4,4,4
2011772,3,3,4,5,7,6,1,4,1,4,4,4,8,9,6,9,8,10,5,6,4
2018232,0,0,0,4,4,4,2,2,2,0,0,0,4,6,7,4,4,4,4,4,4
2022201,4,3,1,11,13,12,12,11,11,11,11,12,15,14,15,15,14,17,21,21,20
2057470,9,8,7,11,12,10,14,13,15,9,6,7,14,11,12,10,11,10,10,12,13
2058497,3,2,1,3,2,2,4,4,3,0,0,0,6,4,4,5,3,3,3,4,4
2064818,0,0,0,2,4,3,0,0,0,1,0,0,10,7,2,3,2,1,2,0,2
2078088,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,3,4,4,3,4
2079775,0,0,0,0,3,2,0,0,0,0,0,0,4,5,3,4,4,4,1,2,0
2105368,1,0,0,3,3,4,0,0,0,0,0,0,5,3,3,5,4,4,6,4,3
2114380,1,0,0,9,12,13,14,18,15,5,4,5,0,0,0,0,0,0,0,0,0
2120552,1,0,0,7,2,3,0,0,0,0,0,0,15,21,30,27,29,23,30,27,30
2154348,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,4,4,2,4,3,4
2159483,2,1,0,7,9,8,7,6,5,5,6,6,8,8,7,9,10,12,13,14,12
2160032,2,1,0,6,7,5,5,4,4,5,6,6,5,4,4,7,5,6,7,8,6
2163256,0,0,0,4,4,1,3,0,1,2,3,2,2,1,3,5,1,4,3,3,0
2287574,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,2,3,3,0,4
2320559,1,2,1,7,8,8,7,7,7,6,5,6,8,8,7,7,9,10,10,10,10
2342451,2,1,0,6,7,6,7,6,6,7,8,8,6,7,7,8,7,8,9,10,8
2357132,0,0,2,5,6,3,7,5,5,6,4,4,6,5,7,9,6,5,4,6,6
2399443,0,0,0,5,6,5,2,2,1,0,0,0,5,4,3,4,5,6,6,6,6
2410456,1,0,0,3,3,4,0,0,0,0,0,0,5,3,3,4,5,4,6,4,5
2412693,2,1,0,4,5,4,5,4,4,5,6,6,4,4,4,6,6,7,7,9,7
2429252,0,0,0,8,8,6,1,0,0,1,0,0,13,10,10,9,8,7,10,4,8
2433827,0,0,0,6,6,5,1,0,0,1,0,0,14,9,4,5,4,2,4,0,4
2433984,0,0,0,13,12,10,7,0,0,7,0,0,20,15,10,11,10,8,10,0,10
2466433,0,0,0,2,4,3,0,0,0,1,0,0,3,4,2,3,0,0,2,0,2
2478382,0,0,0,7,8,9,5,3,5,2,4,2,0,0,0,0,0,0,0,0,0
2550329,1,0,0,7,7,5,3,0,1,2,3,2,7,4,6,6,5,8,9,7,3
2559454,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,3,4,4,2,5
2637551,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,2,2,0,2,1
2704230,2,1,0,4,5,4,5,4,4,5,6,6,4,4,4,6,7,7,9,10,8
2717161,1,0,0,7,7,5,3,0,1,2,3,2,7,4,6,6,5,8,9,7,3
2749207,1,0,0,3,3,4,0,0,0,0,0,0,5,3,3,5,4,4,6,4,3
2750931,1,0,0,4,4,4,3,2,5,2,4,6,3,3,4,2,2,2,2,3,5
2752055,0,0,0,4,4,4,0,0,0,0,0,0,6,4,6,4,6,6,6,6,6
2775482,1,0,0,9,8,5,3,2,2,2,3,2,9,7,10,9,7,10,12,8,5
2786018,0,0,0,4,7,5,3,4,6,4,2,4,8,8,7,10,8,7,9,12,7
3448425,1,0,0,3,3,4,0,0,0,0,0,0,5,3,3,4,5,4,6,4,5
3545035,1,0,0,8,7,5,3,0,1,2,3,2,9,6,8,9,11,11,14,9,8
3557492,9,6,9,21,16,18,20,21,18,19,18,17,55,45,47,46,40,38,39,39,41
3585948,0,2,1,4,6,5,1,1,6,5,3,5,0,3,2,2,2,2,2,2,2
3609855,0,0,0,0,0,1,0,0,0,0,0,0,2,1,3,4,3,5,1,1,1
3650534,6,7,7,4,5,4,4,4,5,6,6,5,16,16,11,12,13,9,15,11,16
3675519,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3691661,0,0,0,0,0,0,0,0,0,0,0,0,10,8,9,9,7,6,10,8,8
3695442,0,0,0,7,4,4,0,0,1,2,2,3,1,2,3,3,2,2,3,2,3
3704668,3,3,4,7,6,6,1,4,1,4,4,4,4,6,3,6,4,6,5,4,6
3710169,1,0,0,3,3,4,0,0,0,0,0,0,5,3,3,5,4,4,6,4,3
3713116,7,6,6,1,2,2,0,0,0,0,0,0,5,4,4,4,4,3,4,4,3
3723795,1,0,0,9,9,7,3,0,1,2,3,2,10,8,9,10,10,11,13,12,7
3727004,2,2,3,2,2,2,0,0,0,0,0,0,5,7,4,4,7,5,5,4,5
3727159,2,3,3,7,5,7,3,2,8,3,2,3,12,9,7,9,9,11,10,10,8
3727326,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,4,4,2,4,3,4
3727736,0,0,0,1,3,2,0,0,0,0,0,0,6,6,4,6,4,6,2,3,1
3740901,0,0,0,4,4,3,7,7,5,0,0,0,0,0,0,0,0,0,0,0,0
3762103,2,2,3,8,5,5,4,3,4,6,6,6,9,11,8,8,10,9,7,6,8
3768840,0,0,0,6,5,7,0,0,0,0,0,0,3,3,0,3,3,0,0,0,2
3774409,0,0,0,7,4,2,0,0,0,0,0,0,16,13,14,19,18,17,12,17,11
3774537,0,0,0,0,0,0,0,0,0,0,0,0,5,4,2,6,6,3,0,4,5
3775835,2,2,2,0,0,0,0,0,0,0,0,0,8,4,3,4,4,5,5,5,4
3776464,0,0,0,2,4,1,0,0,0,0,0,0,3,4,2,2,4,5,3,2,2
3776479,0,3,0,7,7,8,8,9,6,11,9,8,21,18,16,16,20,12,20,14,18
3776630,0,0,0,6,5,4,5,0,5,0,5,6,5,6,7,6,8,4,9,4,2
3776934,0,0,0,12,9,11,14,13,14,9,5,6,6,7,12,12,11,10,9,8,10
3789452,3,3,4,7,6,6,1,4,1,4,4,4,4,6,3,6,4,7,6,4,6
3789453,0,0,0,4,4,4,2,2,2,0,0,0,6,8,9,6,4,6,6,6,6
3813201,0,0,0,4,4,4,2,2,2,0,0,0,4,6,7,4,4,4,4,4,4
3822535,7,8,7,1,1,1,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0
3902762,1,0,0,3,3,4,0,0,0,0,0,0,5,3,3,5,4,4,6,4,3
3966757,4,3,1,15,18,15,11,12,13,11,11,13,19,16,18,17,13,17,22,21,20
3966777,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,3,5,5,4,3
3967585,1,0,0,9,9,8,3,0,3,2,3,2,12,10,12,14,12,14,14,13,9
3972270,11,8,10,48,41,38,38,27,29,31,29,31,105,110,122,139,129,96,131,126,118
3991754,0,0,0,3,0,5,0,0,0,0,0,0,9,8,6,4,8,5,5,5,3
4002072,27,27,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4009240,1,3,2,4,7,6,0,0,0,2,4,4,10,13,10,15,20,15,9,15,14
4012669,0,0,0,2,3,2,2,3,2,3,2,3,1,1,3,2,3,3,4,4,1
4013051,12,15,13,92,85,94,118,104,113,87,88,87,113,119,111,121,119,114,121,120,113
4013776,0,0,0,14,11,15,14,11,11,15,11,11,13,13,15,16,14,10,10,11,11
4039008,0,0,0,4,2,2,0,0,0,0,0,0,4,4,3,4,3,4,3,4,3
4065097,0,0,0,4,4,1,3,0,1,2,3,2,2,1,4,3,1,4,3,3,0
4077657,1,0,0,3,3,4,0,0,0,0,0,0,5,3,3,5,4,4,6,5,3
4079228,0,0,0,4,4,4,2,2,2,0,0,0,4,6,8,6,6,4,4,6,4
4081737,3,3,4,5,7,6,1,4,1,4,4,4,8,9,6,9,8,10,5,6,4
4095716,0,0,0,8,8,8,9,10,5,4,4,2,9,11,10,10,8,7,10,10,8
4096188,6,6,5,2,2,2,0,1,3,1,0,1,6,6,6,8,6,6,8,7,7
4096855,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,4,4,2,2,3
4098765,0,1,1,18,18,14,17,8,14,9,5,5,23,21,17,22,19,18,20,21,23
4098784,0,0,0,7,4,5,9,6,6,5,5,6,18,13,10,10,8,11,10,12,15
4100571,5,6,7,11,12,10,6,8,9,6,8,6,11,12,11,12,11,10,9,12,8
4116244,0,3,1,11,3,2,6,6,11,0,0,0,18,15,16,19,15,14,14,15,14
4172233,3,3,4,5,7,6,1,4,1,4,4,4,8,9,6,9,8,10,5,6,4
4172235,0,0,1,0,1,0,0,1,0,0,0,0,4,4,5,6,5,4,5,5,4
4182998,2,1,0,6,7,6,6,6,5,5,6,7,5,6,6,8,5,8,9,10,8
4205147,7,6,6,1,2,2,0,0,0,0,0,0,6,5,6,6,5,3,3,5,6
4220508,2,1,0,8,9,7,6,6,5,5,6,7,6,6,6,9,5,8,9,10,8
4224618,3,5,2,17,17,15,16,15,14,16,16,17,14,15,14,17,15,15,16,17,14
4228803,1,0,0,3,3,4,0,0,0,0,0,0,5,3,3,6,5,4,7,4,5
4237753,0,0,0,0,0,1,0,0,0,0,0,0,4,4,4,4,3,4,4,2,4
4239415,0,0,2,3,5,3,5,3,5,6,4,4,6,5,5,6,5,5,4,6,6
4239579,0,0,0,4,4,2,3,3,3,4,2,5,0,2,2,2,2,2,2,2,2
4246480,1,0,0,3,3,4,0,0,0,0,0,0,5,3,3,5,4,4,6,4,3
4258282,0,0,0,4,4,5,2,2,2,0,0,0,8,8,11,8,6,7,6,8,7
4343484,0,0,0,4,5,3,0,0,4,2,0,4,18,19,17,20,16,15,16,17,14
4344665,9,10,11,23,25,23,15,16,15,15,20,16,42,40,38,44,49,41,41,45,43
4424095,5,3,3,13,13,15,19,18,18,18,16,17,10,7,10,10,11,11,9,9,8
4494265,2,0,0,9,5,5,0,0,0,0,0,0,24,29,39,35,37,34,41,34,37
4501661,0,3,1,15,5,2,6,6,12,0,0,0,24,22,21,23,22,21,18,22,20
4510354,2,2,2,3,4,2,0,1,0,0,0,0,26,21,19,22,22,16,21,23,20
4542056,5,0,2,0,4,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
4543087,0,0,0,4,4,4,9,10,9,7,8,7,0,0,0,0,0,0,0,0,0
4557438,0,0,0,8,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4603422,0,0,0,0,0,0,0,0,0,1,0,0,7,5,6,5,4,6,3,2,4
4610597,4,4,6,4,4,4,6,6,6,5,5,5,4,4,4,4,4,4,4,4,4
4663007,7,6,5,3,2,4,1,1,3,2,0,1,5,6,5,6,6,6,6,7,6
4672299,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,3,5,4,2,4
4681425,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,3,3,4,4,2,4
4693399,6,6,5,3,4,4,1,2,4,2,2,2,3,4,3,4,4,4,4,4,4
4706576,14,14,12,34,31,31,21,19,19,19,18,20,35,39,38,38,36,30,36,34,37
4737878,0,0,0,6,4,7,7,8,5,0,0,0,0,0,0,0,0,0,0,0,0
4758947,0,0,0,6,2,2,0,1,2,4,3,4,4,2,3,4,3,4,4,3,3
4774708,3,5,2,4,4,3,6,0,0,0,0,6,8,5,5,8,7,7,6,6,7
4776583,5,3,4,4,4,4,5,4,4,6,6,5,7,10,8,9,9,10,9,9,8
4778236,0,0,0,6,7,9,0,0,0,0,0,0,2,1,2,1,2,1,0,0,0
4791570,2,2,2,6,4,6,6,5,5,4,3,2,6,10,11,8,4,8,8,8,8
4791612,4,6,4,6,4,3,0,0,0,0,2,2,3,2,3,3,4,4,2,3,3
4816499,6,4,7,58,47,58,47,47,52,56,52,52,84,92,115,118,114,89,100,111,104
4841345,1,0,0,3,3,4,0,0,0,0,0,0,5,3,3,5,4,4,6,4,3
4845317,0,0,0,1,3,2,0,0,0,0,0,0,6,6,4,6,4,6,2,3,1
4854118,1,0,0,7,6,6,0,2,1,0,0,0,8,7,6,8,10,7,11,9,9
4854266,0,0,0,1,3,2,0,0,0,0,0,0,6,6,4,6,4,6,2,3,1
4902052,0,0,0,4,5,5,0,0,0,0,1,2,6,5,6,11,10,7,7,7,7
4903439,3,3,1,12,13,12,12,11,11,11,11,12,12,12,11,13,14,16,17,18,16
5018106,0,0,0,12,8,10,0,9,0,0,10,8,11,13,11,10,13,13,14,11,15
5053713,1,0,0,5,5,7,0,0,2,0,0,0,10,9,9,9,11,10,11,10,9
5086275,0,0,0,3,0,0,0,0,2,0,1,0,2,4,4,4,3,4,4,4,4
5107176,5,6,6,4,4,4,6,5,6,5,4,4,5,4,6,4,5,6,5,6,6
5138993,3,3,4,5,4,4,1,4,1,4,4,4,4,5,3,5,4,6,4,4,4
5201609,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,6,4,0,0,6,5
5223650,0,0,0,1,3,2,0,0,0,0,0,0,6,6,4,6,4,6,2,3,1
5245426,0,0,0,1,2,1,0,0,0,0,0,0,8,7,8,8,7,8,7,6,8
5245682,0,0,0,3,2,2,0,0,0,0,0,0,4,4,2,3,1,3,2,2,4
5247630,0,1,2,0,0,0,0,0,0,0,0,0,4,5,6,4,4,4,5,6,7
5247692,0,0,0,4,4,3,6,4,5,5,4,3,3,4,4,5,7,4,2,6,5
5248047,1,0,0,7,7,5,3,0,1,2,3,2,7,4,6,8,5,8,9,7,3
5250429,0,0,0,0,0,1,0,0,0,0,0,0,4,4,4,4,3,4,4,2,4
5260797,9,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5268480,0,0,0,0,0,1,0,0,0,0,0,0,4,4,4,4,3,4,4,2,4
5269880,0,2,0,6,6,5,8,6,6,5,8,5,1,0,0,1,4,1,0,3,3
5307609,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,6,4,5
5325890,0,2,1,8,9,7,5,5,4,5,5,7,5,4,4,6,5,4,4,5,4
5341593,0,0,1,9,10,8,3,0,3,7,6,7,6,8,9,7,6,5,6,8,8
5352527,3,3,4,5,4,4,1,4,1,4,4,4,4,5,3,5,4,6,4,4,4
5367232,11,12,9,28,30,25,27,23,22,27,30,28,68,67,66,71,64,66,69,68,70
5378971,25,24,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5430053,0,0,0,1,3,2,0,0,0,0,0,0,6,6,4,6,4,7,2,3,1
5465456,1,0,0,3,3,4,0,0,0,0,0,0,5,3,3,4,4,4,6,4,3
5485389,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,1,2,2,1,1,1
5486031,0,0,0,3,6,4,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2
5495963,6,6,5,5,6,6,3,2,4,3,2,2,3,5,3,4,4,4,4,4,4
5518117,4,4,0,18,21,20,24,22,22,16,14,13,0,0,0,0,0,0,0,0,0
5531737,5,3,3,15,15,15,12,12,12,11,11,12,21,18,20,21,18,18,24,20,19
5531991,0,0,0,2,2,2,0,0,0,0,0,0,3,5,5,6,5,3,4,5,4
5535467,3,3,4,5,7,6,1,4,1,4,4,4,8,9,6,9,8,10,5,6,4
5561115,0,0,1,0,1,0,0,1,0,0,0,0,4,4,5,6,5,4,5,5,4
5596497,3,1,0,4,5,4,5,4,4,5,6,6,12,10,12,10,9,11,14,14,12
5619178,3,3,4,7,6,6,1,4,1,4,4,4,4,6,3,6,4,6,5,4,6
5640570,0,0,0,6,3,2,2,2,0,2,2,0,4,3,4,3,4,4,4,4,4
5673728,6,2,2,14,14,13,10,10,11,10,12,12,17,12,14,20,14,14,21,19,16
5710574,10,7,8,9,9,12,10,11,11,10,8,9,18,12,11,16,19,18,21,15,14
5710678,2,0,0,6,4,5,4,7,8,5,7,9,5,4,5,4,3,4,2,2,6
5711881,9,9,13,8,7,8,3,4,4,10,5,10,5,8,9,6,8,7,7,9,10
5730052,5,8,9,10,9,11,11,12,12,0,0,0,0,0,0,0,0,0,0,0,0
5730072,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5750132,0,0,0,0,0,1,0,0,0,0,0,0,4,4,4,4,3,4,4,2,4
5750316,0,0,0,4,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5753625,3,4,8,10,8,11,10,10,10,0,0,0,3,2,4,6,6,5,5,5,5
5765816,0,0,0,0,3,2,0,0,0,0,0,0,4,4,3,4,4,5,1,2,0
5813004,4,5,6,2,1,2,3,1,3,0,3,2,0,0,0,0,0,0,0,0,0
5828397,0,0,1,15,18,15,4,0,3,10,7,10,6,8,9,7,6,5,7,8,9
5830787,2,2,2,6,4,6,6,5,5,4,3,2,5,8,10,9,6,6,6,9,6
5830788,0,0,0,1,3,3,0,0,0,0,0,0,6,6,5,6,4,6,2,4,2
5830831,7,10,6,6,6,5,2,3,5,4,4,3,5,4,5,5,6,4,4,5,5
5887279,3,3,4,6,4,4,1,4,1,4,4,4,4,5,3,5,4,7,5,4,4
5889071,1,0,0,7,2,3,0,0,0,1,0,0,20,25,33,30,30,26,32,28,34
5935710,0,0,0,1,3,2,0,0,0,0,0,0,6,6,4,6,5,6,2,3,1
5935720,0,1,0,7,1,0,4,2,7,0,0,0,16,13,14,18,14,13,11,13,12
5946321,3,3,4,5,4,4,1,4,1,4,4,4,4,5,3,5,4,6,4,4,4
5973164,2,0,0,6,4,7,4,7,8,5,7,11,6,4,5,4,3,5,2,2,6
6023174,3,3,4,5,7,7,1,4,1,4,4,4,8,9,7,9,8,10,5,7,5
6028622,1,0,0,7,7,5,3,0,1,2,3,2,7,4,6,8,5,8,9,7,3
6029954,0,0,0,4,4,4,2,2,2,0,0,0,4,6,8,6,6,4,4,6,4
6056719,0,0,0,2,3,3,0,0,0,0,0,0,7,6,5,6,4,6,2,6,2
6060948,0,0,0,6,6,3,3,0,1,2,3,2,5,5,6,7,6,7,7,8,4
6085738,0,0,0,0,0,0,0,0,0,0,0,0,8,7,6,6,5,5,6,8,6
6099893,3,3,4,6,4,4,1,4,1,4,4,4,4,5,3,5,4,7,5,4,4
6101228,1,0,0,3,3,4,0,0,0,0,0,0,5,3,3,5,4,4,6,4,3
6102039,0,0,0,0,0,1,0,0,0,0,0,0,4,4,4,4,3,4,4,2,4
6105533,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,3,4,5,2,4
6105857,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,4,4,2,4,3,4
6107407,1,0,0,12,13,11,2,1,3,1,1,0,16,16,14,19,17,15,19,17,15
6122485,0,0,0,3,6,4,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2
6125354,0,0,0,0,0,1,0,0,0,0,0,0,4,4,4,4,3,4,4,2,4
6125619,1,2,5,4,2,4,5,4,6,0,0,0,0,0,0,0,0,0,0,0,0
6155443,10,11,11,24,21,25,41,35,37,25,21,20,0,0,0,0,0,0,0,0,0
6167681,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,2,2,0,2,1
6167909,1,0,2,17,16,12,3,0,1,7,4,7,3,5,7,6,4,3,5,5,6
6168952,0,0,0,1,2,1,0,0,0,0,0,0,6,5,6,6,5,6,5,4,6
6176730,6,6,5,6,9,7,10,9,8,9,10,10,46,44,46,47,45,45,48,51,46
6216151,0,0,0,1,3,2,2,2,4,2,0,2,2,2,4,2,3,2,4,4,2
6216247,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,6,8,6,8,10,9
6217842,1,0,0,3,3,4,0,0,0,0,0,0,5,3,3,5,4,4,6,4,3
6243639,0,0,0,4,4,4,2,2,2,0,0,0,4,6,7,4,4,4,4,5,4
6293769,3,3,4,6,4,4,1,4,1,4,4,4,4,5,3,5,4,7,5,4,4
6310322,1,0,0,0,0,0,0,0,0,0,0,0,3,2,4,2,2,2,6,5,6
6314119,0,0,0,2,0,0,0,0,0,0,0,0,3,4,2,5,0,4,4,2,3
6316603,0,0,0,3,6,4,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2
6317552,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,3,4,4,3,4
6330769,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,1,2,2,1,1,1
6340712,0,0,0,3,2,2,0,0,0,0,0,0,4,4,2,3,1,3,2,2,4
6342965,0,0,0,4,2,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
6343409,1,0,0,7,7,5,3,0,1,2,3,2,7,4,7,8,5,8,9,7,3
6347838,0,1,2,0,0,0,0,0,0,0,0,0,4,5,6,4,5,4,5,6,7
6355446,3,5,2,4,4,3,6,0,0,0,0,6,4,2,2,5,4,4,2,2,3
6356194,7,3,4,27,21,24,26,22,23,19,18,18,28,35,45,49,42,38,49,43,49
6362860,0,0,0,8,6,4,0,0,0,0,0,0,5,3,3,3,0,2,4,0,5
6453284,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,3,4,2,5,4,2
6561651,3,4,3,5,2,6,0,0,0,0,0,0,18,14,19,24,21,18,22,23,17
6569127,3,4,6,2,2,2,2,2,2,4,2,4,4,5,6,4,4,4,5,6,6
6579186,2,2,2,6,4,6,6,5,5,4,3,2,4,8,8,6,4,6,6,6,6
6606890,3,3,4,6,4,4,1,4,1,4,4,4,4,5,3,5,4,6,4,4,4
6615335,0,0,0,4,4,2,2,3,4,2,2,2,5,6,6,6,8,8,7,5,6
6620919,0,2,0,5,4,5,2,2,3,1,0,2,5,3,3,5,3,4,2,3,1
6637923,1,0,0,3,3,4,0,0,0,0,0,0,5,3,3,6,5,4,6,4,5
6650876,0,0,0,4,4,4,2,2,2,0,0,0,4,6,7,4,4,4,5,4,4
6662432,0,0,0,0,4,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
6695331,3,3,4,5,4,4,1,4,1,4,4,4,4,5,3,5,4,6,4,4,4
6700673,5,2,2,12,11,11,9,9,10,10,12,10,12,11,12,17,13,12,17,15,13
6702548,0,0,0,6,8,7,7,6,6,6,5,5,4,4,4,5,5,4,6,4,5
6702801,1,0,0,7,7,5,3,0,1,2,3,2,7,4,6,8,5,8,9,7,3
6741139,0,0,0,2,3,2,2,3,2,3,2,3,3,3,5,4,5,5,6,6,3
6743157,0,0,0,6,9,7,2,0,2,3,4,2,8,7,7,7,9,9,9,10,12
6743301,7,9,9,8,9,7,8,7,8,6,6,5,27,23,18,22,23,13,19,18,24
6743409,0,0,0,0,0,0,0,0,0,0,0,0,7,8,8,6,5,7,10,5,8
6750655,0,0,0,2,2,2,0,0,1,0,0,0,3,4,4,4,4,4,3,3,2
6751647,0,2,1,4,2,2,2,4,4,0,0,0,2,3,2,1,1,1,2,2,2
6762442,0,2,1,5,2,2,2,4,6,0,0,0,2,2,3,2,1,1,2,2,2
6801328,0,1,2,0,0,0,0,0,0,0,0,0,4,5,6,6,4,4,7,6,7
6819239,0,0,0,3,6,4,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2
6850796,1,0,1,4,4,4,3,2,3,3,4,1,1,1,1,1,2,0,0,1,1
6851580,0,0,0,1,2,1,0,0,0,0,0,0,6,5,7,8,7,7,6,6,8
6852416,1,0,0,7,7,5,3,0,1,2,3,2,7,4,6,6,5,8,9,7,3
6914589,3,3,4,5,4,4,1,4,1,4,4,4,4,5,3,5,4,6,4,4,4
6987504,3,3,3,12,10,10,9,10,9,10,11,9,9,8,8,12,8,5,10,7,7
7011122,3,0,0,17,20,16,11,7,7,8,7,7,15,15,12,11,12,9,12,10,8
7025485,4,6,4,6,4,3,0,0,0,0,2,2,3,2,3,3,4,4,2,3,3
7026450,1,0,0,3,3,4,0,0,0,0,0,0,5,3,3,5,4,4,6,4,3
7063819,3,3,4,7,6,6,1,4,1,5,4,4,4,6,3,6,4,6,5,4,6
7063824,4,3,3,8,8,7,10,8,8,6,8,7,8,8,8,8,8,8,8,8,8
7097553,1,0,0,7,2,3,0,0,0,0,0,0,15,21,30,27,29,23,30,27,30
7099059,0,2,1,6,5,5,5,5,4,5,5,5,5,8,8,6,6,6,6,6,6
7100178,0,2,1,5,2,2,2,4,6,0,0,0,2,2,3,2,1,1,2,2,2
7101911,0,0,1,4,6,2,5,2,4,4,4,2,5,7,7,6,3,6,7,6,4
7114893,1,0,0,7,7,5,3,0,1,2,3,2,7,4,6,8,5,8,10,7,3
7139969,0,1,2,0,0,0,0,0,0,0,0,0,4,5,6,5,4,4,5,7,6
7140464,0,0,0,4,4,1,3,0,1,2,3,2,2,1,3,4,2,4,3,3,2
7167401,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,4,2,0,0,3,4
7171297,0,0,0,2,4,4,5,7,4,8,10,9,8,10,11,11,8,10,9,11,6
7171353,0,0,0,10,7,7,0,0,4,2,3,1,4,4,4,5,5,7,4,4,5
7171462,0,0,0,4,6,5,0,0,0,4,3,3,2,1,0,0,1,0,2,0,0
