"","unenriched1","unenriched2","unenriched3","vk1","vk2","vk3"
"39468098",11,6,8,0,0,0
"39468588",10,12,11,32,10,19
"39487203",46,44,44,19,22,11
"39490261",255,240,231,0,0,0
"39493763",172,171,169,39,26,0
"39495835",17,19,19,18,3,6
"39498636",32,32,32,8,12,4
"39503301",49,48,42,12,19,0
"39510292",20,18,21,58,25,33
"39537644",166,185,199,185,80,95
"39538706",60,65,66,5,0,0
"39542917",5,0,3,13,0,0
"39545534",36,31,30,17,23,7
"39546625",11,14,15,7,7,8
"39547316",25,14,12,38,33,39
"39548280",18,20,13,22,17,18
"39550231",56,58,51,0,0,0
"39551310",36,29,30,10,12,0
"39551537",21,21,21,18,1,0
"39552245",15,16,14,10,15,14
"39555884",24,21,23,3,0,0
"39555972",4,2,2,9,0,0
"39556505",162,160,161,44,29,55
"39561218",18,25,20,10,15,7
"39568271",19,17,15,29,13,16
"39569368",26,28,31,12,6,0
"39569838",35,26,27,8,0,4
"39572470",15,17,18,23,17,18
"39577293",7,8,12,5,0,0
"39584199",15,16,13,51,33,41
"39585833",3,1,3,12,2,3
"39588863",21,22,20,4,0,2
"39594856",4,1,0,17,1,4
"39596814",8,8,12,1,8,2
"39597104",5,6,7,17,10,14
"39603871",11,13,12,6,2,0
"39610335",21,18,21,0,0,0
"39612698",0,0,0,0,0,0
"39623274",6,9,9,11,7,8
"39648493",9,3,5,8,0,0
"39651630",77,63,68,32,41,42
"39681257",84,84,95,48,60,46
"39690665",17,13,10,26,19,15
"39707614",6,9,3,10,20,14
"39719331",12,12,14,14,0,0
"39720529",62,55,46,63,68,36
"39721096",14,12,3,6,0,0
"39732349",55,50,54,84,52,43
"39736766",37,34,34,16,12,12
"39753345",109,94,95,67,72,71
"39756635",51,48,47,13,9,13
"39759011",19,15,13,0,0,0
"39760203",23,25,20,20,20,0
"39761371",10,12,9,6,2,2
"39776553",102,103,113,66,61,31
"39777449",26,27,29,15,4,0
"39787404",112,125,112,97,50,76
"39798373",3,7,3,13,15,17
"39820532",35,39,46,11,1,0
"39828898",0,1,2,9,10,13
"39829660",25,20,14,0,0,0
"39835599",10,9,13,17,13,8
"39837699",9,10,7,8,8,8
"39847522",22,21,23,0,0,0
"39848569",18,16,14,12,6,0
"39851789",5,10,10,10,0,0
"39855587",7,7,7,0,0,0
"39858294",36,34,33,36,14,9
"39860959",49,50,47,0,2,0
"39864360",14,17,17,23,13,12
"39872206",20,17,18,0,0,0
"39872481",12,14,10,18,8,11
"39872557",37,32,33,9,10,12
"39892492",9,11,6,12,5,1
"39909297",61,62,65,9,2,0
"39915019",17,19,16,12,9,8
"39917934",42,43,43,23,8,19
"39922068",11,10,6,13,0,1
"39933385",14,11,18,0,0,0
"39934005",62,52,49,28,33,39
"39937114",7,10,3,0,0,0
"39938702",5,3,0,12,0,0
"39945313",0,3,0,13,0,0
"39948915",62,56,55,48,19,22
"39961103",25,23,22,13,7,6
"39965365",114,104,100,56,36,50
"39972608",12,14,15,21,19,16
"39976858",60,47,52,12,11,18
"39978363",13,8,8,12,6,0
"39997200",13,8,7,7,6,7
"40013927",100,104,103,87,52,42
"40014046",11,9,10,18,13,5
"40018612",13,13,14,27,6,7
"40019781",8,13,7,6,0,0
"40024622",10,6,10,6,8,3
"40032954",19,17,19,8,5,10
"40036060",2,4,2,13,4,2
"40038499",16,17,18,21,9,10
"40041271",16,12,9,10,8,4
"40041834",18,26,17,0,0,0
"40042956",41,38,36,12,17,10
"40043291",83,81,82,0,16,4
"40046763",7,10,8,19,5,0
"40049796",6,4,6,10,6,0
"40050748",13,7,6,0,2,0
"40051533",12,13,20,0,13,16
"40054228",10,9,13,6,5,0
"40054591",12,15,12,3,0,2
"40057681",94,89,87,7,10,14
"40059677",5,8,9,7,7,8
"40060242",22,18,17,11,12,13
"40068606",7,4,4,0,0,0
"40069052",17,16,17,5,0,2
"40075163",0,0,0,15,0,0
"40084907",138,119,118,70,80,55
"40085118",15,6,3,0,0,0
"40096353",33,30,32,0,0,0
"40105724",17,19,19,18,3,6
"40110745",27,31,34,53,15,39
"40113341",14,15,18,7,0,0
"40128353",24,23,23,16,13,13
"40130030",29,33,30,1,0,0
"40130545",22,22,27,15,0,0
"40132861",0,0,0,20,0,0
"40137855",195,183,192,69,42,53
"40138605",8,8,8,5,0,0
"40147478",37,21,26,0,0,0
"40161686",32,36,30,80,18,33
"40175701",50,56,58,46,54,39
"40189334",28,27,24,16,0,2
"40202302",30,28,18,3,0,2
"40203993",66,54,61,0,0,0
"40210077",81,73,61,31,26,17
"40213847",39,41,37,25,5,6
"40260495",27,27,22,0,0,0
"40273714",12,7,6,0,0,0
"40275421",14,12,3,9,0,0
"40279031",15,7,11,5,0,0
"40284321",8,9,7,0,0,0
"40290134",127,129,120,104,116,95
"40312096",55,46,46,11,13,13
"40379786",25,23,21,4,6,7
"40385973",14,7,15,35,11,14
"40388280",40,44,35,5,5,19
"40388789",29,35,35,34,19,29
"40393382",78,80,65,27,14,0
"40399566",28,27,26,4,0,0
"40403207",82,87,83,57,39,35
"40413416",15,13,19,15,0,0
"40437877",0,0,0,0,0,0
"40438794",10,12,9,0,0,0
"40438835",13,13,13,0,0,0
"40439635",12,10,11,4,0,0
"40445304",17,16,14,12,6,0
"40448844",9,6,5,9,4,8
"40449148",35,30,32,25,30,30
"40451566",0,0,0,0,0,0
"40451795",0,5,0,0,0,0
"40454015",17,13,17,9,3,5
"40454796",20,23,21,0,0,0
"40459079",13,12,3,6,0,0
"40467641",12,7,6,18,0,0
"40471003",24,26,26,19,18,24
"40475898",20,19,18,22,12,4
"40476364",76,65,72,29,25,30
"40477281",23,25,24,11,5,0
"40484257",36,32,32,30,29,30
"40486721",32,33,31,5,11,0
"40493991",5,8,9,7,7,8
"40505167",17,17,14,9,11,12
"40513163",0,0,0,12,0,0
"40518067",92,76,95,53,56,54
"40518843",11,11,10,0,0,0
"40522458",34,30,30,16,14,12
"40525078",48,49,51,34,40,45
"40536926",58,65,65,8,0,0
"40542460",26,33,29,6,0,0
"40544251",16,11,8,4,0,0
"40544258",15,20,14,10,12,7
"40546248",36,40,40,0,0,0
"40551040",23,21,22,17,23,20
"40569237",13,13,13,8,0,0
"40581645",8,12,10,10,0,0
"40583363",0,0,0,2,11,0
"40586201",57,60,61,23,24,16
"40587067",13,8,5,4,0,0
"40601308",13,13,10,0,0,0
"40603890",14,15,14,8,2,0
"40630073",12,14,17,13,4,3
"40640683",0,0,0,8,10,0
"40653126",16,14,17,4,0,0
"40657413",15,14,16,0,4,3
"40659878",61,52,58,8,0,13
"40661357",14,11,13,0,0,0
"40666102",36,27,27,12,5,0
"40671283",22,20,19,0,0,0
"40674602",15,12,17,0,0,0
"40675598",2,3,11,6,0,0
"40680526",29,28,26,30,28,12
"40686252",52,43,48,9,0,17
"40688290",26,24,19,32,58,43
"40688875",88,81,79,55,42,39
"40691438",38,34,38,2,0,0
"40697017",17,17,18,2,5,6
"40702413",85,89,87,30,0,1
"40711620",12,13,12,0,0,0
"40715295",10,9,10,5,0,0
"40718655",14,8,6,28,19,0
"40719712",2,4,2,22,20,5
"40723118",66,65,70,36,33,51
"40726507",185,158,166,37,19,7
"40729521",18,19,20,25,10,17
"40731472",63,62,72,5,0,4
"40731912",18,17,11,6,0,0
"40737456",4,5,6,0,4,3
"40750655",16,16,14,0,0,0
"40758897",13,13,14,14,10,12
"40766825",25,19,24,0,13,25
"40774488",16,18,19,0,0,0
"40779364",33,34,32,18,16,19
"40790052",18,9,11,2,1,6
"40799658",27,26,25,0,0,0
"40801738",41,46,49,25,37,34
"40805558",9,9,10,1,0,0
"40807131",78,66,79,25,38,29
"40812287",31,30,25,18,5,5
"40816991",9,7,5,4,0,0
"40819642",0,0,0,0,0,0
"40845688",17,16,14,12,6,0
"40846185",18,19,19,0,0,4
"40846910",1,2,1,11,0,1
"40850542",10,17,15,7,5,9
"40856444",11,10,12,8,0,5
"40856835",22,26,27,2,0,0
"40859402",34,37,38,1,0,0
"40867079",72,54,64,16,21,17
"40869937",17,17,19,9,0,0
"40869974",33,37,41,43,28,50
"40873081",13,14,7,5,0,0
"40877584",13,15,18,34,30,23
"40879112",28,25,19,22,32,19
"40884997",10,12,12,12,7,3
"40887919",13,15,14,4,0,2
"40890209",20,20,22,12,6,0
"40890414",7,10,10,1,0,0
"40892300",17,18,18,9,7,1
"40896044",9,9,10,1,0,0
"40898493",21,21,18,0,0,0
"40908371",13,15,14,1,0,0
"40914457",13,12,13,0,0,0
"40928472",36,35,36,0,0,0
"40932199",11,13,4,5,0,0
"40937455",12,3,5,0,0,0
"40938225",18,22,22,10,12,6
"40955791",43,35,38,0,0,0
"40958253",15,15,5,11,0,0
"40958819",15,16,14,0,0,0
"40967051",44,42,43,15,12,8
"40968297",57,53,54,18,19,5
"40971421",98,96,80,37,26,35
"40974402",37,45,43,19,9,9
"40976595",11,13,3,5,0,0
"40986662",14,15,16,15,8,6
"40989094",61,69,71,6,0,0
"40989357",97,84,87,38,51,33
"40989487",73,55,61,21,4,8
"40990696",11,13,11,4,0,0
"40991805",7,10,9,9,0,0
"40999159",12,11,12,18,8,6
"40999747",61,62,57,39,23,19
"41003232",36,39,36,0,0,0
"41016622",4,8,7,5,0,0
"41017312",14,13,10,0,0,0
"41035922",11,12,12,23,23,0
"41047470",0,0,0,0,0,0
"41050172",136,124,140,36,13,13
"41054387",8,8,8,3,0,0
"41060605",9,7,6,11,16,4
"41062289",34,35,34,18,15,18
"41067909",77,75,89,32,44,30
"41072355",21,23,14,21,31,20
"41072424",6,14,12,4,2,1
"41075089",12,12,9,0,0,0
"41077271",11,12,12,0,0,0
"41081773",1,2,0,15,35,21
"41087706",124,117,119,78,38,20
"41091278",9,9,10,0,0,0
"41095919",38,45,43,81,59,55
"41096677",21,17,16,15,13,12
"41098853",13,12,13,0,0,0
"41110941",62,55,60,67,29,34
"41117642",49,44,47,32,33,41
"41124596",25,19,26,0,0,0
"41124963",14,11,8,0,0,1
"41134083",84,73,86,35,50,41
"41142204",12,10,12,11,9,12
"41154848",11,10,10,12,7,5
"41156594",6,6,5,11,0,0
"41157375",11,13,3,5,0,0
"41158597",70,68,66,63,83,58
"41159944",8,3,10,5,0,0
"41165392",19,22,20,11,0,2
"41170599",12,15,12,3,0,2
"41171397",13,15,14,4,0,2
"41172647",8,8,10,0,0,0
"41174778",11,12,7,12,5,1
"41176110",25,21,25,0,0,0
"41178079",11,9,11,17,0,0
"41181960",15,16,14,11,2,0
"41187336",0,0,0,0,0,0
"41193305",11,7,6,0,0,0
"41204377",24,27,20,5,0,2
"41204379",90,94,104,31,59,48
"41204566",11,10,11,19,6,0
"41208591",18,13,14,0,0,0
"41211850",28,24,26,20,27,27
"41217173",68,74,77,97,59,76
"41223429",8,7,5,4,0,0
"41230599",20,16,15,15,19,11
"41230976",26,26,28,22,2,12
"41232121",31,34,23,8,0,2
"41234649",35,38,38,17,6,7
"41242315",19,17,20,8,5,5
"41242615",13,14,14,19,0,6
"41254298",52,53,52,58,38,35
"41264166",12,12,12,10,11,18
"41268430",18,16,17,12,2,0
"41277116",16,11,6,0,0,0
"41281246",18,16,14,0,0,0
"41284655",12,13,12,8,0,0
"41287263",17,16,14,12,6,0
"41289069",35,35,32,6,8,0
"41291388",5,8,9,10,8,8
"41318454",13,13,10,0,0,0
"41347411",12,14,16,0,0,0
"41351452",31,22,30,6,0,3
"41361740",9,9,9,0,0,0
"41366564",5,12,12,2,0,0
"41367059",13,11,9,9,0,0
"41377613",7,11,7,6,0,0
"41382195",9,6,8,4,0,0
"41382277",30,37,34,27,20,23
"41384441",18,10,9,12,4,6
"41387583",32,26,33,0,0,0
"41409343",19,20,18,6,0,0
"41415059",3,0,1,12,0,0
"41442153",14,20,22,0,0,0
"41444278",6,7,9,7,0,0
"41455330",13,16,15,6,0,2
"41460179",8,7,5,23,13,29
"41466580",9,9,7,0,0,0
"41481789",13,13,14,0,0,0
"41483140",10,10,10,2,0,0
"41483770",1,0,0,7,12,13
"41491269",21,20,20,10,10,3
"41493243",26,26,25,23,22,14
"41498782",36,31,27,5,19,21
"41505027",12,12,14,6,7,6
"41513103",43,47,49,12,3,3
"41521775",40,32,32,15,4,13
"41523346",6,0,0,15,1,2
"41526942",35,48,41,0,0,0
"41533532",8,9,8,5,4,1
"41537934",15,4,13,0,0,0
"41540202",34,32,34,32,0,13
"41541925",2,0,1,20,0,0
"41547405",16,13,18,6,0,0
"41558348",25,28,26,0,1,5
"41569291",17,18,19,7,6,12
"41575579",10,12,9,0,0,0
"41585531",27,24,27,50,24,16
"41586571",18,19,16,8,3,13
"41594063",33,26,23,12,3,0
"41599623",26,23,22,6,0,0
"41603471",10,11,10,16,26,22
"41609253",16,18,19,4,6,4
"41634884",4,7,3,12,6,7
"41638305",16,11,6,0,0,0
"41638448",9,9,10,1,0,0
"41640798",11,10,11,0,0,0
"41650094",176,160,178,174,150,143
"41655193",25,23,28,0,0,0
"41659671",12,9,10,0,0,0
"41661533",7,7,8,31,5,10
"41663665",39,37,32,18,28,26
"41670989",10,13,9,0,4,0
"41688438",33,37,41,6,10,9
"41700093",26,24,25,6,16,6
"41717174",10,9,12,16,12,8
"41723985",22,14,18,16,0,1
"41728649",13,15,18,38,30,23
"41733069",16,15,15,36,0,0
"41742257",11,5,5,0,0,0
"41746315",47,45,48,22,27,12
"41748217",6,5,7,11,0,0
"41749079",9,14,12,0,0,0
"41750634",26,19,23,17,7,17
"41751248",11,9,8,6,0,0
"41751957",12,9,10,0,0,0
"41764888",10,10,6,0,0,0
"41786349",10,10,11,0,0,0
"41788061",12,11,10,0,0,0
"41809956",7,8,9,0,0,0
"41815158",14,16,12,0,0,0
"41837445",18,12,10,0,0,0
"41850191",31,30,28,12,10,3
"41852111",11,8,6,9,4,1
"41856344",23,18,21,0,0,0
"41858359",4,5,6,9,4,6
"41862362",22,17,20,0,0,0
"41869870",14,10,15,5,0,0
"41874078",13,7,7,5,0,0
"41879861",28,40,34,23,9,15
"41883746",23,24,27,0,13,15
"41885797",3,10,15,1,0,0
"41889211",53,50,57,78,151,65
"41891564",10,10,9,0,0,0
"41891746",18,12,10,17,10,15
"41893921",14,14,12,8,0,0
"41895556",66,64,63,55,51,45
"41896895",27,23,20,13,24,27
"41898277",8,0,0,0,0,0
"41900597",17,17,15,0,0,0
"41904430",10,9,7,23,13,29
"41908789",82,93,85,81,50,58
"41910209",30,30,26,2,4,3
"41917371",10,10,11,0,0,0
"41923576",10,9,11,33,0,0
"41925128",8,0,0,19,9,0
"41925783",12,15,7,9,0,0
"41931955",11,7,3,0,0,0
"41951903",17,7,10,0,0,0
"41952038",16,16,13,14,12,13
"41954556",16,14,16,6,4,3
"41957845",28,26,30,21,25,20
"41965459",16,14,16,6,4,3
"41972535",30,23,28,15,4,12
"41976513",57,52,55,125,112,114
"41988378",7,5,3,12,0,6
"41991585",9,22,20,4,0,0
"42002967",95,91,89,12,15,12
"42005004",8,10,7,0,0,0
"42019001",46,40,47,23,26,12
"42019006",40,41,38,42,18,39
"42033080",17,19,19,18,3,6
"42034025",15,20,19,12,0,0
"42038902",5,10,10,10,0,0
"42065259",21,18,25,20,17,12
"42079357",87,87,99,34,33,42
"42100189",112,117,114,200,149,166
"42108500",78,70,70,44,106,78
"42111580",8,8,3,10,0,0
"42114330",13,9,12,7,0,0
"42119857",137,121,131,40,56,55
"42121969",63,56,56,32,32,10
"42122100",17,16,14,12,6,0
"42129940",35,30,32,11,0,0
"42132269",20,21,16,21,20,14
"42139824",28,31,30,28,2,14
"42159414",13,16,14,0,0,0
"42165837",0,0,0,28,0,0
"42177419",9,12,10,4,0,3
"42179199",20,19,19,5,1,0
"42181783",16,18,19,13,4,3
"42188093",0,0,0,0,0,0
"42197237",5,4,0,11,0,0
"42212067",31,31,29,17,10,7
"42215585",7,7,11,21,7,7
"42220539",106,106,123,49,33,0
"42221176",76,72,72,27,24,37
"42234820",24,27,32,0,0,0
"42245029",26,22,24,28,22,20
"42250934",14,9,15,10,14,0
"42255893",8,8,12,1,8,2
"42263822",0,0,0,13,0,0
"42272589",2,9,11,0,0,0
"42278268",1,0,5,22,29,21
"42290205",16,16,16,18,17,11
"42297297",75,66,64,29,17,22
"42332912",20,19,23,13,7,4
"42332949",32,34,31,8,0,0
"42335980",4,9,10,0,0,0
"42336448",32,24,23,0,0,0
"42340604",51,58,59,0,0,0
"42341909",5,7,4,5,0,0
"42343000",21,16,21,12,14,18
"42350954",20,22,20,9,20,8
"42354216",0,0,0,2,3,0
"42356602",12,9,10,0,0,0
"42360951",286,264,270,233,214,251
"42369391",102,103,94,44,55,37
"42374601",15,5,16,0,0,0
"42379485",18,16,17,13,0,0
"42383896",156,138,134,105,122,74
"42385979",165,170,181,5,21,27
"42386932",16,16,14,0,0,0
"42391616",20,15,18,10,4,13
"42391645",22,19,19,0,0,0
"42396078",6,8,14,7,0,0
"42399038",15,16,16,6,1,0
"42403062",128,125,133,11,0,0
"42404332",19,25,30,38,40,24
"42405433",11,7,4,13,0,0
"42405666",15,17,23,0,0,0
"42408711",25,29,25,2,3,0
"42450421",15,14,12,13,9,0
"42465065",20,16,15,13,25,18
"42465159",11,10,10,0,0,0
"42471057",19,15,16,0,0,0
"42476287",59,66,64,12,0,12
"42484487",14,11,10,33,18,5
"42488275",11,10,11,0,0,0
"42489876",17,4,7,0,0,3
"42497264",0,0,0,0,0,0
"42510477",23,27,29,15,15,16
"42511937",13,12,12,6,0,0
"42517735",58,58,59,20,18,11
"42522724",22,20,19,6,0,0
"42537286",10,12,13,14,6,0
"42544980",15,10,9,0,0,0
"42558012",13,11,12,13,2,7
"42560191",19,23,20,27,16,16
"42560943",28,20,25,20,4,19
"42566914",9,10,9,5,10,10
"42567292",9,13,10,0,0,0
"42567848",47,46,43,7,0,0
"42569434",28,27,47,0,0,0
"42571848",18,20,21,21,19,16
"42572955",12,12,11,3,0,0
"42574055",25,22,24,22,12,13
"42577952",1,0,0,6,20,0
"42579632",5,7,5,16,11,0
"42585670",9,12,14,0,0,0
"42592111",46,49,55,55,32,33
"42596041",18,16,13,7,7,0
"42596640",38,40,36,32,25,21
"42601780",30,28,23,8,0,7
"42602667",20,19,20,14,9,0
"42606314",227,217,217,47,60,45
"42610911",21,22,24,21,0,1
"42612839",34,33,33,24,20,15
"42613925",11,7,6,0,0,0
"42621884",13,15,18,3,0,0
"42623991",10,13,11,10,0,0
"42625027",31,30,27,17,6,4
"42626254",20,20,15,19,8,26
"42627530",12,14,17,19,0,0
"42629966",24,17,20,7,0,0
"42634952",9,4,6,7,3,13
"42641441",41,43,44,67,68,68
"42642085",9,9,5,0,0,0
"42642642",22,29,24,29,31,41
"42649976",20,22,23,5,0,3
"42654012",110,105,111,25,29,24
"42687640",21,22,21,17,19,28
"42693234",5,6,6,21,7,2
"42693506",16,18,15,4,0,0
"42704499",258,249,245,156,30,126
"42714680",61,56,55,0,0,0
"42715942",24,20,25,2,0,0
"42726896",14,11,11,9,8,7
"42732705",5,8,9,7,7,8
"42743132",39,37,36,12,6,4
"42744151",20,22,24,7,8,10
"42760900",17,10,12,21,7,0
"42769019",66,72,66,22,16,14
"42776985",2,3,10,4,0,0
"42784525",57,49,41,20,46,19
"42785475",59,62,61,19,20,17
"42785709",11,12,8,0,0,0
"42793727",12,13,12,8,0,0
"42822584",22,27,19,2,4,0
"42826117",24,13,19,12,18,8
"42827398",16,15,7,6,0,0
"42827541",121,129,126,38,23,16
"42830626",8,3,6,17,0,3
"42831732",105,91,95,0,0,0
"42839777",74,67,69,17,10,3
"42844428",62,64,59,40,19,24
"42849857",33,26,31,31,29,36
"42855874",12,11,12,8,0,0
"42863431",12,12,15,9,0,0
"42871001",79,72,69,109,121,74
"42873623",19,17,18,6,4,1
"42889923",13,11,12,8,0,0
"42895812",30,30,33,20,17,12
"42899619",5,7,4,20,6,23
"42900135",58,60,51,19,9,29
"42903858",5,5,6,13,9,1
"42911187",10,11,13,0,0,0
"42925281",13,9,16,5,0,0
"42941494",6,3,3,17,13,0
"42949639",0,0,0,0,0,0
"42951894",31,31,28,20,78,35
"42957150",0,0,0,11,2,1
"42957628",10,4,9,0,0,0
"42962354",0,0,0,0,0,0
"42978906",30,32,23,40,40,30
"42984330",20,13,11,1,0,0
"43000857",21,18,19,0,0,0
"43002563",5,6,7,13,12,14
"43010716",19,18,18,13,9,1
"43021636",9,9,10,1,0,0
"43026165",37,38,34,28,6,6
"43036462",12,8,8,0,0,1
"43039878",4,6,11,1,1,0
"43040079",12,10,14,10,9,9
"43045203",7,12,11,14,5,13
"43047186",25,20,29,0,0,0
"43056580",15,18,15,4,6,1
"43060701",0,0,0,11,0,0
"43066785",23,21,23,0,0,0
"43072139",8,10,6,35,19,20
"43082532",10,4,5,0,0,0
"43099919",9,5,6,0,0,0
"43103519",45,43,40,8,2,0
"43103599",37,29,32,18,25,13
"43104920",38,33,35,0,0,0
"43128791",16,12,15,0,0,0
"43129949",13,12,13,0,0,0
"43130315",37,26,32,44,24,20
"43131560",48,46,43,65,54,64
"43131614",18,17,16,28,23,20
"43135371",6,6,6,15,0,0
"43139976",12,7,6,18,0,0
"43144182",8,16,13,0,0,0
"43145092",24,28,16,67,25,41
"43147864",2,4,3,30,38,30
"43148582",30,30,28,41,78,54
"43151794",6,8,12,16,11,12
"43152722",111,110,106,79,81,78
"43155821",6,4,7,13,5,11
"43164421",38,44,41,25,14,9
"43174065",0,0,0,0,0,0
"43181493",5,9,7,18,3,5
"43183012",10,5,7,0,0,0
"43189595",44,42,37,10,3,0
"43194400",2,1,2,3,0,1
"43204132",22,19,22,19,4,12
"43225398",9,10,12,0,0,0
"43232184",61,52,58,8,0,13
"43233408",10,10,11,0,0,0
"43234476",9,9,7,0,0,0
"43239691",145,128,125,136,28,62
"43254918",62,57,61,12,6,0
"43255017",22,22,22,39,47,43
"43259964",59,49,51,12,6,0
"43261851",14,11,11,9,0,0
"43264508",4,3,3,12,1,3
"43269453",120,119,112,52,16,19
"43272079",17,20,18,24,1,0
"43279101",6,6,9,6,0,0
"43280069",15,11,15,0,0,0
"43285847",105,98,106,0,0,0
"43287100",27,25,23,1,0,0
"43298947",10,17,15,7,5,9
"43302383",5,8,9,14,10,12
"43305150",29,27,25,24,24,31
"43325697",15,12,15,6,8,1
"43331461",13,9,9,0,0,0
"43335971",26,19,23,17,7,17
"43336978",18,21,17,9,4,6
"43337171",16,10,11,15,9,2
"43338823",19,8,22,12,12,10
"43341755",11,8,10,0,0,0
"43360769",2,1,1,7,5,10
"43379581",130,130,143,26,26,30
"43389183",13,16,19,7,0,0
"43390219",10,5,8,0,0,0
"43390620",0,1,0,10,0,0
"43391621",10,10,11,0,0,0
"43395501",7,8,8,0,0,0
"43409784",22,20,25,0,0,0
"43422772",49,39,36,0,0,0
"43440424",51,46,37,3,4,4
"43444049",37,30,27,0,0,0
"43450746",9,13,13,7,5,9
"43451915",0,0,0,12,3,0
"43451982",69,53,59,31,38,27
"43457009",10,7,6,7,0,0
"43458170",6,6,4,0,13,14
"43476811",8,7,6,8,0,0
"43478423",1,0,2,11,4,2
"43480638",14,9,9,0,0,0
"43482838",19,13,18,21,0,1
"43490899",40,44,37,12,5,0
"43528203",9,8,11,6,2,0
"43541648",12,12,11,12,16,12
"43556646",105,111,110,15,19,12
"43583860",38,37,39,23,23,0
"43613763",18,16,14,0,2,4
"43626679",27,24,23,6,10,12
"43628421",16,11,13,9,0,0
"43633881",0,0,0,17,0,1
"43640300",63,58,59,49,52,55
"43660807",12,15,12,3,0,2
"43671111",127,117,112,0,0,0
"43675301",12,12,14,20,14,8
"43681621",7,1,0,10,0,16
"43683158",6,6,6,17,15,6
"43683195",95,84,84,24,64,45
"43700655",0,1,0,15,6,13
"43702794",56,56,54,34,23,23
"43706814",18,23,22,0,0,0
"43709161",39,30,41,16,0,0
"43712398",6,5,1,0,0,0
"43715408",6,9,7,17,3,5
"43716286",90,94,104,13,21,13
"43716452",14,12,14,6,1,0
"43728008",11,7,10,5,0,0
"43728935",16,10,6,4,0,0
"43731101",8,9,8,5,4,1
"43734696",88,80,88,41,15,4
"43738317",50,50,50,15,3,7
"43744816",93,115,112,100,74,62
"43756196",14,13,12,0,0,0
"43762235",10,9,5,0,0,0
"43772930",23,18,22,0,0,0
"43779205",54,51,55,48,30,25
"43782161",14,16,12,0,0,0
"43786342",0,0,0,0,0,0
"43799631",2,2,6,30,31,22
"43813634",8,10,11,0,1,0
"43816370",7,6,7,11,13,8
"43817302",11,15,13,3,0,0
"43823769",64,75,74,16,4,5
"43828277",76,75,88,61,62,66
"43834329",77,71,70,0,0,0
"43838941",30,28,18,3,0,2
"43865012",25,24,24,16,0,0
"43878788",69,65,60,9,0,9
"43885439",18,16,13,3,1,0
"43885540",6,8,12,16,11,12
"43895311",5,3,7,12,0,0
"43897637",23,18,14,16,10,0
"43898386",10,8,7,1,0,0
"43899733",55,44,46,31,33,36
"43904696",19,25,22,19,8,11
"43907394",0,0,0,10,0,1
"43913352",12,13,12,12,5,0
"43925864",11,13,12,0,0,0
"43929928",9,9,2,13,0,0
"43933488",6,8,2,12,7,8
"43935481",12,5,6,0,0,0
"43938392",41,37,39,23,23,0
"43943874",0,0,0,0,0,0
"43948800",25,25,23,17,16,31
"43952554",20,20,19,7,6,3
"43954800",67,59,64,22,28,22
"43955879",4,6,11,18,10,0
"43988638",7,5,5,15,18,9
"43993023",39,37,35,0,0,0
"44016192",17,20,16,18,12,7
"44034908",17,15,17,0,0,0
"44044708",100,102,108,46,42,69
"44045820",117,110,114,66,62,49
"44047782",9,4,11,16,11,14
"44053771",16,16,22,18,4,9
"44058185",36,31,28,6,0,0
"44063170",14,11,15,4,0,0
"44070625",14,9,15,27,11,13
"44081820",32,26,26,3,0,0
"44089160",27,27,24,0,0,0
"44092999",4,4,2,10,0,0
"44095095",0,0,0,10,0,0
"44103910",0,1,0,11,0,2
"44106061",0,0,0,33,0,3
"44106731",9,10,9,10,6,7
"44108013",15,17,17,16,19,0
"44115889",6,5,5,12,5,5
"44121821",23,23,24,22,16,20
"44123881",10,17,15,18,13,16
"44125690",25,22,24,6,0,0
"44157917",33,25,31,46,34,30
"44158797",66,61,67,10,10,3
"44161757",7,6,6,17,0,0
"44164539",57,58,59,26,22,31
"44171415",18,16,14,12,6,0
"44171740",116,120,116,0,28,46
"44172292",11,12,7,7,18,4
"44175877",6,3,3,17,13,0
"44178768",187,160,170,166,183,118
"44182220",76,74,67,19,0,0
"44185300",52,46,42,9,0,0
"44195094",14,12,12,3,0,0
"44197491",13,15,18,0,0,0
"44201319",60,54,54,61,59,46
"44207268",71,65,67,55,53,61
"44209085",9,11,6,12,5,1
"44223410",23,20,17,5,3,0
"44228755",33,29,27,0,0,0
"44229227",12,12,14,9,14,11
"44236509",143,116,121,17,7,8
"44237088",7,8,8,0,0,0
"44239286",59,68,64,36,50,38
"44250248",9,8,8,0,0,0
"44270968",9,0,2,4,0,0
"44284503",13,15,14,4,0,2
"44287201",24,18,21,3,0,0
"44291445",21,21,24,40,30,17
"44293904",17,19,18,6,4,1
"44298046",0,0,0,10,0,0
"44306249",9,10,10,8,8,10
"44307670",20,17,17,6,2,6
"44315757",0,0,0,0,0,0
"44323168",13,12,3,6,0,0
"44334817",67,61,62,52,65,54
"44350753",21,15,19,2,0,0
"44363608",15,14,10,6,0,0
"44366774",33,32,34,10,2,0
"44372871",12,14,14,0,0,0
"44380347",12,9,10,0,0,0
"44393873",39,40,39,12,3,0
"44409993",0,0,0,0,0,0
"44410192",15,14,13,0,0,0
"44412166",16,17,18,0,0,0
"44412996",31,33,24,33,20,26
"44414346",60,67,69,0,0,0
"44418958",8,6,10,5,0,0
"44422090",1,4,2,15,9,11
"44426137",0,0,0,0,0,0
