"","unenriched1","unenriched2","unenriched3","vk1","vk2","vk3"
"6167681",11,7,3,0,0,0
"6167909",15,13,16,42,1,15
"6168952",17,17,15,4,0,0
"6176730",136,137,145,5,10,12
"6216151",8,7,10,6,8,4
"6216247",24,20,27,0,0,0
"6217842",11,13,13,9,0,0
"6243639",17,12,13,12,6,0
"6293769",12,16,13,4,0,2
"6310322",9,6,17,0,0,0
"6314119",9,9,9,2,0,0
"6316603",6,6,6,13,0,0
"6317552",12,10,11,0,0,0
"6330769",11,5,3,0,0,0
"6340712",10,7,8,7,0,0
"6342965",0,0,0,12,3,0
"6343409",18,21,19,18,3,6
"6347838",15,13,18,0,0,0
"6355446",8,13,7,1,0,0
"6356194",108,129,141,58,57,41
"6362860",11,5,9,18,0,0
"6453284",9,9,11,0,0,0
"6561651",51,63,62,3,0,0
"6569127",15,12,17,0,0,0
"6579186",20,16,18,10,10,3
"6606890",12,15,12,4,0,2
"6615335",17,22,18,10,9,6
"6620919",11,12,6,12,5,1
"6637923",11,15,15,9,0,0
"6650876",17,12,13,12,6,0
"6662432",0,0,0,8,3,0
"6695331",12,15,12,3,0,2
"6700673",35,42,45,25,19,23
"6702548",12,14,15,21,19,16
"6702801",17,21,19,18,3,6
"6741139",11,14,15,7,7,8
"6743157",22,25,31,22,4,9
"6743301",68,58,61,0,0,0
"6743409",23,18,23,0,0,0
"6750655",11,12,8,6,1,0
"6751647",7,3,6,5,7,0
"6762442",7,4,6,6,9,0
"6801328",15,14,20,0,0,0
"6819239",6,6,6,13,0,0
"6850796",3,3,2,10,6,6
"6851580",18,22,20,4,0,0
"6852416",17,19,19,18,3,6
"6914589",12,15,12,3,0,2
"6987504",25,25,24,23,19,21
"7011122",42,32,30,50,22,19
"7025485",8,11,8,0,0,0
"7026450",11,13,13,9,0,0
"7063819",13,16,15,9,0,3
"7063824",24,24,24,13,16,11
"7097553",66,79,87,11,0,0
"7099059",21,18,18,13,11,12
"7100178",7,4,6,6,9,0
"7101911",19,15,17,11,10,9
"7114893",17,21,20,18,3,6
"7139969",15,13,18,0,0,0
"7140464",6,10,8,9,4,7
"7167401",7,6,7,0,0,0
"7171297",29,29,26,10,16,27
"7171353",12,17,13,24,4,6
"7171462",3,1,2,15,0,10
"7171495",30,29,28,42,29,27
"7171549",3,4,0,14,1,0
"7171657",123,116,116,143,103,129
"7171688",35,30,30,7,2,1
"7171790",2,4,8,4,0,0
"7171877",3,4,6,25,35,28
"7171961",12,16,10,8,3,5
"7200027",11,13,13,9,0,0
"7229688",25,21,23,0,0,4
"7259645",18,22,19,2,0,0
"7261194",32,27,29,0,0,0
"7261272",62,62,61,56,6,6
"7263134",24,29,35,21,14,15
"7287149",38,38,39,0,0,0
"7287519",22,22,19,1,0,0
"7289884",27,29,17,8,0,2
"7290535",21,16,20,0,0,0
"7290789",6,6,6,13,0,0
"7297234",17,19,19,18,3,6
"7297873",54,55,47,2,9,0
"7297884",22,16,18,12,6,0
"7298179",15,13,14,0,0,0
"7298315",12,11,10,1,0,0
"7309750",23,28,27,19,3,6
"7364508",21,20,32,9,9,13
"7366591",11,14,13,9,0,0
"7381866",24,18,24,0,0,0
"7383889",20,18,8,6,0,0
"7386976",20,18,8,6,0,0
"7412623",22,21,14,8,0,0
"7412647",6,4,10,0,0,0
"7433334",23,24,20,4,0,0
"7435501",17,17,8,7,0,0
"7437267",6,10,8,9,4,7
"7439957",15,16,16,0,0,0
"7440434",24,29,18,9,0,2
"7441750",21,17,14,0,0,0
"7476042",21,20,20,10,10,3
"7476056",6,7,6,2,6,5
"7481628",16,16,6,6,0,0
"7488952",10,10,11,0,0,0
"7497632",35,35,35,4,0,0
"7504384",15,13,15,37,1,17
"7509472",6,10,10,4,8,6
"7521189",108,121,125,71,57,35
"7522635",37,42,34,8,7,0
"7523387",16,16,6,6,0,0
"7524160",11,13,13,9,0,0
"7529421",12,16,10,6,0,1
"7537080",21,20,20,10,10,3
"7539645",17,19,19,18,3,6
"7553293",14,11,7,0,0,0
"7554865",28,32,30,16,1,0
"7568577",99,95,117,53,46,44
"7569326",76,95,85,15,0,0
"7579968",11,7,3,0,0,0
"7580099",21,16,18,10,10,3
"7582884",11,12,13,15,1,7
"7591513",16,15,13,5,10,10
"7598496",21,16,18,10,10,3
"7643301",11,13,15,9,0,0
"7655641",0,0,0,13,0,0
"7661714",0,0,0,4,0,1
"7679354",5,8,7,26,12,12
"7691051",12,14,15,21,19,16
"7691951",26,30,19,9,0,2
"7694238",21,19,20,0,0,0
"7758502",0,0,0,0,0,0
"7822625",495,457,469,279,156,154
"7903305",0,0,0,7,9,10
"7933496",109,110,104,113,112,80
"7937195",22,18,11,7,0,0
"7963416",18,16,14,12,6,0
"7964794",12,20,27,10,10,14
"7965261",39,37,40,12,12,0
"7967270",11,13,13,9,0,0
"7968318",26,30,42,13,17,19
"7969480",6,6,6,13,0,0
"7971161",17,19,19,18,3,6
"7971758",17,17,17,2,0,0
"7976272",16,16,6,6,0,0
"7985367",7,4,6,0,0,0
"7999309",12,15,12,3,0,2
"7999658",54,55,47,2,9,0
"7999751",16,16,18,12,0,0
"8018209",60,53,68,57,21,24
"8028236",16,11,6,0,0,0
"8029150",13,16,15,9,0,2
"8030294",23,25,27,16,13,10
"8042238",11,13,13,9,0,0
"8043602",28,29,33,21,10,14
"8047714",23,20,17,5,3,0
"8071617",17,19,19,18,3,6
"8074690",21,20,33,9,9,13
"8092444",88,100,103,16,3,3
"8100280",12,15,12,3,0,2
"8107171",0,0,0,51,61,35
"8107184",0,0,0,6,0,0
"8107297",0,0,0,23,30,22
"8126955",11,7,3,0,0,0
"8144963",27,26,24,0,0,0
"8163776",12,11,10,1,0,0
"8170293",0,0,0,12,28,22
"8172587",24,29,31,32,16,14
"8172836",23,22,18,12,6,0
"8173354",6,10,7,0,0,0
"8173470",97,91,87,15,0,0
"8187004",15,13,10,5,0,1
"8197436",10,7,7,0,0,0
"8283720",0,0,0,0,0,0
"8291700",13,14,16,15,31,26
"8291718",28,30,19,9,0,2
"8291745",29,20,25,15,3,9
"8305836",17,17,9,7,0,0
"8400882",8,11,10,2,6,5
"8454686",3,0,3,18,18,0
"8454917",4,0,4,32,0,0
"8454985",18,15,14,8,0,0
"8455053",90,90,92,36,52,30
"8476121",40,46,47,26,31,24
"8534931",0,0,0,11,0,0
"8541815",16,18,18,11,5,0
"8541817",29,25,29,2,5,6
"8546672",17,18,17,9,0,2
"8548706",22,22,21,17,20,21
"8566611",17,16,18,9,0,0
"8644758",42,44,57,29,24,17
"8692550",13,16,13,4,0,2
"8756961",19,23,20,27,16,16
"8770801",12,15,12,3,0,2
"8790741",4,3,3,9,7,9
"8861059",8,7,6,0,0,2
"8887938",12,16,13,4,0,2
"8889679",82,71,80,0,0,0
"8907106",24,31,30,19,3,6
"8917842",66,64,59,11,17,0
"8955380",11,13,13,9,0,0
"8974409",0,0,0,0,3,0
"9045964",11,11,12,11,4,4
"9046888",10,10,11,0,0,0
"9047445",17,19,21,11,0,3
"9048349",7,4,6,6,9,0
"9050982",17,21,19,18,3,6
"9052034",21,18,16,12,6,0
"9085008",33,23,26,4,0,1
"9103759",41,46,47,27,33,39
"9107704",9,8,11,0,0,0
"9110582",12,11,10,1,0,0
"9112719",0,0,0,7,10,9
"9132573",16,16,13,5,10,10
"9191633",4,0,0,11,2,0
"9202962",17,20,20,18,7,0
"9206089",9,7,4,0,0,0
"9206105",11,15,12,0,0,0
"9215891",26,26,24,10,10,3
"9252240",19,17,20,18,0,10
"9258034",16,16,6,6,0,0
"9261770",132,141,140,61,55,37
"9292700",66,79,87,11,0,0
"9302899",5,7,11,1,0,0
"9339554",10,10,10,0,0,9
"9386419",17,21,19,18,3,6
"9399258",11,10,12,21,1,7
"9425518",11,12,10,2,0,0
"9486581",10,7,12,12,1,7
"9505311",19,13,5,4,0,0
"9510607",7,4,0,0,0,0
"9538646",12,14,15,21,19,16
"9565915",0,0,0,0,0,0
"9598464",12,11,10,1,0,0
"9607043",17,12,12,12,6,0
"9625674",3,4,6,16,10,2
"9670834",17,17,9,7,0,0
"9685121",21,17,12,2,0,0
"9714941",0,0,0,0,0,0
"9721651",16,18,16,23,0,10
"9740705",81,81,90,53,46,39
"9970283",71,81,89,12,1,5
"9970335",12,15,12,3,0,2
"9970509",14,12,15,9,4,0
"9978493",19,24,23,15,10,14
"10030907",23,18,15,33,25,15
"10072239",29,24,30,50,6,26
"10096928",57,67,75,49,35,36
"10154379",16,12,17,0,0,0
"10185112",0,0,0,12,14,0
"10231450",0,0,0,0,0,0
"10233795",21,16,17,4,1,0
"10235090",17,18,18,9,0,0
"10235503",7,7,5,14,4,0
"10252913",13,17,13,4,0,2
"10277170",9,7,6,0,0,0
"10296556",11,13,13,9,0,0
"10313586",9,15,10,3,0,0
"10322878",59,53,52,31,9,12
"10323374",2,5,12,25,5,11
"10323684",15,10,6,8,0,10
"10323867",21,19,23,31,33,36
"10324837",11,12,7,7,18,4
"10325061",16,13,15,12,0,0
"10325180",21,22,24,12,0,0
"10332511",17,12,12,12,6,0
"10338470",33,41,44,22,0,0
"10339168",572,597,598,397,306,349
"10366360",9,11,6,12,5,1
"10377502",29,33,22,9,0,2
"10386702",6,6,6,13,0,0
"10387582",9,7,6,2,0,0
"10387583",17,12,12,12,6,0
"10418709",17,12,12,12,6,0
"10423526",32,35,37,18,3,6
"10439591",17,19,19,18,3,6
"10446165",36,28,34,38,5,19
"10448361",12,11,10,1,0,0
"10470040",16,16,6,6,0,0
"10480088",4,6,0,5,6,5
"10481027",0,0,0,4,0,0
"10511979",17,21,21,18,3,6
"10515859",16,15,16,36,0,2
"10517020",0,0,0,12,0,0
"10517682",8,5,3,0,0,0
"10519877",16,16,6,6,0,0
"10520505",15,16,14,0,0,0
"10522610",35,30,27,25,12,26
"10523573",5,10,6,28,7,4
"10523776",561,539,523,49,46,0
"10593880",6,3,7,5,7,0
"10594358",16,16,6,6,0,0
"10630096",11,13,13,10,0,0
"10631314",16,16,6,6,0,0
"10631315",6,9,8,0,4,3
"10634382",0,0,0,0,0,0
"10659301",11,12,8,6,1,0
"10689069",22,20,25,0,0,0
"10689110",56,59,61,7,19,10
"10695325",50,41,51,61,6,24
"10699458",17,16,8,7,0,0
"10711259",49,51,42,11,13,0
"10714925",30,26,27,22,15,21
"10731233",18,13,17,0,9,11
"10732995",12,16,13,3,0,2
"10739053",30,33,33,22,15,0
"10739365",35,31,34,19,0,0
"10739366",31,30,24,22,10,8
"10741957",64,57,52,17,12,12
"10757891",25,30,32,9,0,0
"10774345",24,27,17,9,0,2
"10791111",8,9,6,0,0,0
"10795597",13,19,20,19,0,8
"10796453",3,4,6,25,35,28
"10796540",6,6,6,14,0,0
"10800159",25,19,26,44,7,23
"10801759",8,9,9,7,3,2
"10803003",24,24,24,13,16,11
"10803750",13,13,16,9,0,0
"10804377",33,23,19,22,15,19
"10815094",6,6,6,13,0,0
"10815303",21,16,20,0,0,0
"10815512",5,6,6,12,5,10
"10815549",28,24,26,13,11,5
"10820163",37,29,29,5,10,6
"10848066",219,205,192,49,61,53
"10866476",22,22,18,12,6,0
"10868294",11,12,10,16,5,8
"10898197",19,21,22,1,0,0
"10899544",17,20,19,18,3,6
"10930687",23,25,27,16,13,10
"10931967",20,23,27,16,16,20
"10941538",9,7,6,1,0,0
"10986930",31,26,24,4,6,6
"10988069",8,8,6,0,0,0
"11003144",7,8,3,7,0,0
"11005782",11,13,13,9,0,0
"11017025",20,17,20,38,1,17
"11072872",13,15,14,10,0,0
"11074403",17,17,15,4,0,0
"11130977",11,5,3,0,0,0
"11147909",0,0,0,14,43,15
"11177560",63,70,79,13,0,0
"11179958",0,0,0,0,0,0
"11312783",40,48,48,0,0,2
"11312979",12,12,12,0,0,0
"11315340",57,41,49,0,0,0
"11316431",33,26,29,14,8,17
"11316432",10,2,3,0,0,16
"11317218",19,27,22,26,30,14
"11327361",18,23,23,10,10,14
"11332141",59,51,57,29,36,41
"11335936",17,3,9,4,0,0
"11350109",19,19,18,0,0,0
"11403880",16,13,18,6,0,0
"11403987",35,45,42,38,18,29
"11412988",0,0,0,10,0,0
"11416905",11,14,16,7,7,8
"11427336",4,5,3,4,0,0
"11513369",0,0,0,10,18,0
"11552150",17,17,15,4,0,0
"11559291",41,31,36,23,5,0
"11564101",18,14,19,0,0,0
"11582951",14,11,3,0,0,0
"11600514",0,0,0,0,0,2
"11622616",8,14,17,0,0,0
"11626201",27,24,22,28,39,16
"11628825",22,21,23,0,0,0
"11630292",14,17,20,41,16,6
"11631713",0,0,0,0,0,0
"11641787",9,11,17,0,0,0
"11646214",0,0,0,0,0,0
"11673026",17,16,14,12,6,0
"11673692",49,48,42,12,19,0
"11697747",8,7,6,6,0,0
"11700605",6,6,10,0,0,0
"11740542",87,71,75,8,0,0
"11762451",21,15,14,6,12,12
"11783818",25,20,21,128,63,46
"11783819",22,24,22,41,47,43
"11790449",28,30,31,16,1,0
"11791224",12,10,11,15,7,12
"11807821",18,17,16,0,0,0
"11808712",6,6,6,13,0,0
"11826741",19,12,11,16,0,6
"11852355",17,17,24,17,11,4
"11928233",12,16,13,4,0,2
"11971128",31,22,30,6,0,3
"11981959",20,18,16,12,6,0
"11983619",17,19,19,18,3,6
"12068051",13,15,15,21,52,38
"12090309",12,17,21,16,10,14
"12094793",17,12,12,12,6,0
"12106659",23,23,20,0,0,0
"12115165",12,18,15,10,9,16
"12153742",11,13,17,9,0,0
"12243916",17,19,17,9,2,0
"12244160",25,21,26,27,0,10
"12244895",17,12,12,12,6,0
"12246026",66,79,87,11,0,0
"12246457",12,11,10,1,0,0
"12255964",15,18,18,0,0,0
"12268609",6,10,6,9,4,7
"12268875",137,154,151,43,38,37
"12268922",16,17,6,6,0,0
"12378604",22,20,25,0,0,0
"12416508",0,0,0,19,0,0
"12416548",140,131,123,127,116,132
"12416570",10,7,7,0,0,0
"12431327",12,10,9,0,0,0
"12448700",223,219,221,113,86,82
"12460188",20,20,16,14,12,7
"12465579",110,131,126,52,40,32
"12569655",0,0,0,6,0,0
"12633707",12,12,11,12,16,12
"12646753",12,16,13,4,0,2
"12661961",0,0,0,0,0,1
"12680181",11,13,13,9,0,0
"12683022",17,17,15,4,0,0
"12732615",28,26,24,12,6,0
"12734872",16,11,6,0,0,0
"12803565",17,17,8,7,0,0
"12843581",0,0,0,13,36,18
"12856286",0,0,0,14,7,0
"12893273",6,11,9,18,10,14
"12905256",17,16,14,12,6,0
"12923337",0,0,0,5,0,0
"13000658",16,15,17,7,4,3
"13064027",0,0,0,0,0,0
"13067045",0,0,0,0,0,0
"13079751",17,17,15,4,0,0
"13116499",56,59,58,0,0,0
"13143765",0,0,0,0,0,0
"13180694",26,27,32,0,0,0
"13190760",24,25,23,8,0,0
"13191330",15,15,13,0,0,0
"13191545",9,9,10,0,0,0
"13193055",11,7,7,0,0,0
"13193209",6,7,11,0,0,0
"13203547",18,18,14,14,11,12
"13203808",15,12,18,0,0,0
"13234966",0,0,0,11,42,1
"13297159",53,47,52,35,37,33
"13297824",106,110,116,71,56,49
"13308883",122,111,116,63,116,100
"13351199",21,18,10,7,0,0
"13404073",36,29,32,13,12,13
"13405297",10,7,11,11,9,11
"13414345",18,24,27,15,10,14
"13435376",81,77,80,41,45,51
"13436387",2,9,7,0,0,0
"13437305",8,10,10,6,4,0
"13440600",20,11,16,1,0,0
"13441448",6,6,6,0,12,1
"13441580",19,13,12,3,0,2
"13441968",19,17,15,10,0,0
"13452002",50,49,42,13,21,0
"13474066",17,16,6,6,0,0
"13554466",0,0,0,95,113,90
"13560030",24,16,15,7,0,0
"13565700",0,0,0,0,0,0
"13571055",15,13,13,0,0,0
"13571500",15,15,14,0,0,0
"13573311",8,8,9,0,0,0
"13575218",49,48,44,21,31,22
"13580930",23,13,16,4,0,0
"13581456",52,52,53,0,0,0
"13586733",34,30,26,0,0,0
"13586933",8,11,7,0,0,0
"13589494",14,13,13,0,0,0
"13593143",42,47,48,6,0,2
"13596265",28,29,19,9,0,2
"13606391",42,38,32,60,43,32
"13664144",13,17,16,9,0,2
"13666225",0,1,0,11,7,13
"13668171",16,12,9,15,0,0
"13675824",27,21,21,0,0,0
"13684061",0,0,0,35,102,32
"13725859",11,12,4,5,0,0
"13754551",11,7,3,0,0,0
"13840429",1,0,0,9,8,0
"13841186",15,12,18,0,0,0
"14006785",0,0,0,29,36,27
"14067953",16,15,18,24,16,15
"14080080",12,12,13,0,0,0
"14081067",23,22,20,11,10,10
"14095571",10,8,9,0,0,0
"14106032",19,13,13,16,6,1
"14160540",8,11,8,0,0,0
"14165821",66,79,87,11,0,0
"14167279",18,17,10,8,0,0
"14177126",54,52,49,3,116,51
"14184962",22,16,13,24,0,0
"14192923",11,9,8,3,9,12
"14324834",133,130,124,68,123,102
"14362840",22,27,23,9,18,11
"14378567",13,10,10,0,0,0
"14378847",19,24,23,15,10,14
"14397111",11,3,10,0,0,0
"14398182",15,15,18,4,0,0
"14425887",0,0,0,22,17,0
"14441010",12,17,13,4,0,2
"14468787",15,12,18,0,0,0
"14496796",20,23,27,16,16,20
"14568796",7,11,11,3,1,0
"14593159",21,15,15,9,2,4
"14652701",9,5,6,4,0,0
"14653507",2,1,6,17,21,17
"14653707",65,66,60,49,37,30
"14654227",43,43,48,44,32,32
"14671080",33,43,46,29,26,19
"14671580",7,11,9,2,0,3
"14680261",15,14,15,9,0,0
"14688163",2,0,0,9,8,3
"14693091",25,23,28,22,3,6
"14700148",17,16,8,7,0,0
"14713027",8,7,12,23,3,0
"14713562",191,213,216,141,52,64
"14713568",12,14,14,10,0,2
"14714199",20,18,14,23,43,35
"14714938",6,3,4,21,0,16
"14715751",51,47,52,2,0,0
"14716131",12,14,7,0,0,0
"14716437",0,0,0,30,0,0
"14729731",16,16,18,12,0,0
"14745298",12,16,13,4,0,2
"14783053",16,16,6,6,0,0
"14859235",13,11,14,35,1,17
"14890274",32,24,26,0,0,0
"14914677",164,168,165,22,32,15
"14991355",17,16,17,8,12,13
"15001292",10,12,10,0,0,0
"15010122",45,36,39,0,0,0
"15035501",12,15,12,3,0,2
"15038470",22,16,18,12,6,0
"15038592",11,13,13,9,0,0
"15038594",6,6,6,13,0,0
"15040526",15,14,5,5,0,0
"15046618",31,33,33,0,0,0
"15059448",21,18,10,7,0,0
"15102577",17,12,12,12,6,0
"15111215",17,18,17,9,0,2
"15114556",12,15,12,4,0,2
"15114599",18,17,11,14,12,20
"15150656",45,44,48,0,24,14
"15165337",35,38,40,24,11,4
"15208857",18,15,15,11,10,9
"15274649",0,0,0,16,27,0
"15297317",1,2,5,9,5,9
"15297840",35,40,40,20,20,21
"15298130",8,5,6,7,8,7
"15298982",0,0,0,12,0,0
"15304368",23,26,24,18,3,6
"15334824",8,10,8,15,0,10
"15339324",11,13,13,9,0,0
"15340045",0,0,0,12,3,0
"15342348",10,6,6,2,0,0
"15391454",42,36,32,16,0,0
"15392158",35,40,42,24,11,4
"15445251",9,14,7,3,0,0
"15484395",22,21,27,2,0,0
"15496894",11,5,3,0,0,0
"15634299",38,44,47,24,28,33
"15700990",21,20,24,0,0,0
"15717068",16,11,9,2,0,0
"15723205",12,3,9,0,0,0
"15741832",3,11,3,0,0,0
"15748223",13,12,13,29,30,17
"15748230",8,11,8,0,0,0
"15749576",35,32,33,8,0,0
"15749894",23,21,25,0,0,0
"15750195",50,46,42,20,10,0
"15755194",24,27,31,22,4,9
"15768925",17,18,17,11,0,3
"15769577",98,87,90,18,27,26
"15782696",130,143,147,51,55,37
"15819916",63,61,65,37,21,18
"15824142",0,0,0,12,0,0
"15855837",22,26,29,12,8,8
"15856057",11,12,7,7,18,4
"15859912",21,18,18,13,11,12
"15890002",23,27,15,8,0,2
"15890862",0,0,0,4,9,0
